area,duration,dispersion
Feedback,182,30.46930747858986
Answers,18,9.392668535736915
Questions,621,37.79347969475709
Answers,53,5.932958789676531
Questions,1968,233.21111715320734
Answers,222,55.90610928651318
Questions,532,36.074629007443605
Answers,255,6.740925948608849
Questions,862,95.03884031252329
Answers,1788,42.349334342586836
Questions,2399,192.1078288641144
Answers,33,9.256754290786809
Questions,86,2.3863035105460586
Answers,20,4.988876515698588
Questions,0,0.0
Answers,79,1.9378085666072193
Questions,666,68.4571205828186
Answers,1433,34.54129011980439
Questions,100,1.8392161508052054
Answers,31,15.16369018412075
Feedback,4097,174.6223280110536
Answers,2379,27.910093132713623
Feedback,514,36.79463263233109
Answers,170,3.10984101058416
Feedback,2507,91.073769144291
Answers,952,32.79957419653566
Feedback,2377,107.69485903716466
Questions,167,13.215636996546547
Answers,259,18.73486055459181
Questions,0,0.0
Answers,0,0.0
Feedback,7768,95.49849314422
Questions,0,0.0
Answers,0,0.0
Feedback,186,43.70687197042871
Answers,245,25.743281711700664
Questions,1144,43.094498641343876
Answers,0,0.0
Questions,3153,184.81645514648932
Answers,3642,54.4901797345173
Questions,1721,142.4315510344644
Answers,1788,33.185557206909436
Questions,823,116.05353040838305
Answers,223,22.03962686513932
Questions,896,190.27611576224805
Answers,2964,62.61264683821731
Feedback,388,9.282039107868487
Answers,145,4.063111583459771
Feedback,324,4.450258419462852
Answers,177,5.485777064372923
Feedback,17768,193.15206482202993
Answers,1087,36.138792808822664
Feedback,348,98.33925653064497
Answers,40,25.434966090010814
Questions,2736,175.04876217103424
Answers,4808,61.98229740689459
Questions,2102,204.39475587297665
Answers,4140,44.61527092714269
Feedback,0,0.0
Answers,444,13.11438691548188
Feedback,171,30.441200151548998
Answers,209,20.369713001322154
Questions,1354,208.2002817306522
Answers,3290,58.244337021994305
Feedback,0,0.0
Answers,666,25.19234749675747
Feedback,411,32.98782367116914
Answers,3197,45.38474360752089
Feedback,2930,99.95479327283181
Answers,146,2.6244187860356893
Feedback,234,8.767855122361
Answers,1341,21.284053081389292
Feedback,605,5.640587250369173
Answers,443,5.132943350361128
Feedback,4308,176.67297424742526
