X Gaze Data, Y Gaze Data, Time 
(0, 0), 1920 x 1080
815,1040,21388494
815,1041,21388506
815,1042,21388532
814,1047,21388540
814,1048,21388551
813,1048,21388564
812,1048,21388573
811,1048,21388584
811,1047,21388596
809,1047,21388607
809,1047,21388617
809,1048,21388628
809,1047,21388644
809,1047,21388651
810,1048,21388676
808,1051,21388684
808,1052,21388694
808,1051,21388707
807,1050,21388718
808,1050,21388728
808,1050,21388740
807,1050,21388754
807,1049,21388761
806,1048,21388773
807,1048,21388784
807,1046,21388800
808,1046,21388806
810,1045,21388817
809,1045,21388832
809,1044,21388840
809,1044,21388851
809,1043,21388863
808,844,21388873
798,437,21388884
789,348,21388894
787,333,21388910
785,319,21388917
783,310,21388928
780,303,21388941
774,287,21388950
761,259,21388961
760,259,21388988
759,259,21388994
758,260,21389020
728,203,21389028
720,186,21389039
710,165,21389051
693,129,21389061
691,124,21389073
689,121,21389099
688,120,21389106
690,123,21389117
689,124,21389129
688,125,21389139
687,127,21389150
688,126,21389176
686,124,21389184
685,120,21389194
678,106,21389207
676,102,21389217
675,99,21389227
675,98,21389254
672,93,21389261
670,88,21389273
670,91,21389285
669,95,21389294
667,94,21389306
667,93,21389332
666,93,21389339
667,92,21389350
667,91,21389362
666,91,21389373
639,87,21389384
628,87,21389409
290,68,21389417
262,68,21389427
235,67,21389441
208,65,21389450
167,63,21389461
109,59,21389473
110,59,21389483
113,59,21389494
114,58,21389520
122,57,21389527
124,57,21389539
125,58,21389552
125,62,21389560
123,62,21389572
123,62,21389583
123,63,21389599
124,65,21389606
126,67,21389617
126,67,21389630
126,68,21389639
126,68,21389650
126,68,21389661
127,68,21389672
126,69,21389684
125,70,21389708
125,69,21389717
124,69,21389727
124,69,21389740
122,69,21389750
117,69,21389760
111,68,21389772
104,66,21389787
91,67,21389793
89,67,21389806
88,68,21389817
87,68,21389827
88,68,21389839
89,69,21389850
90,68,21389864
90,68,21389872
90,68,21389883
91,69,21389894
91,69,21389906
92,69,21389917
91,68,21389941
89,68,21389942
88,68,21389950
88,68,21389960
