X Gaze Data, Y Gaze Data, Time 
(0, 0), 1920 x 1080
777,1045,4665976
777,1046,4665989
776,1047,4665998
776,1047,4666010
774,1047,4666021
774,1044,4666031
774,1044,4666043
774,1044,4666053
775,1045,4666069
774,1044,4666076
777,1041,4666086
778,1039,4666100
777,1039,4666110
775,1040,4666120
775,1040,4666132
776,1041,4666143
776,1041,4666153
778,1042,4666180
781,1045,4666186
782,1044,4666212
784,1043,4666220
785,1044,4666231
785,1045,4666243
785,1045,4666253
785,1046,4666265
786,1048,4666276
787,1049,4666291
788,1049,4666298
791,1048,4666310
791,1048,4666321
790,1047,4666331
790,1048,4666343
791,1048,4666367
792,1047,4666376
793,1043,4666386
793,1041,4666399
801,1011,4666410
831,886,4666420
853,774,4666431
868,696,4666446
877,642,4666453
883,602,4666465
889,562,4666477
891,545,4666486
891,539,4666498
891,538,4666523
891,536,4666532
892,535,4666543
891,535,4666555
891,533,4666565
888,522,4666576
889,525,4666601
776,377,4666610
657,181,4666620
653,175,4666633
650,169,4666643
645,159,4666653
639,149,4666680
636,136,4666686
635,135,4666698
635,135,4666711
634,137,4666719
634,133,4666731
635,122,4666743
627,101,4666753
626,92,4666765
625,84,4666790
622,74,4666798
621,72,4666809
618,69,4666821
617,68,4666831
616,67,4666842
614,66,4666868
612,64,4666876
613,63,4666886
613,59,4666900
613,50,4666909
615,47,4666919
615,45,4666931
617,42,4666942
617,42,4666952
617,41,4666979
615,33,4666986
615,33,4666998
615,32,4667009
615,31,4667019
616,31,4667031
616,31,4667042
616,31,4667056
615,27,4667064
616,25,4667076
616,25,4667086
616,23,4667102
614,21,4667109
613,20,4667133
612,19,4667142
613,20,4667153
612,20,4667165
611,21,4667176
609,22,4667186
607,23,4667212
601,29,4667219
598,31,4667231
594,33,4667244
595,36,4667252
594,40,4667264
593,41,4667291
591,42,4667297
592,43,4667309
592,43,4667321
591,45,4667331
590,46,4667342
589,46,4667367
590,46,4667375
591,46,4667385
592,47,4667398
593,49,4667409
593,49,4667419
594,51,4667431
593,52,4667445
594,52,4667452
593,53,4667464
592,54,4667475
595,56,4667486
595,57,4667497
595,57,4667508
594,57,4667521
594,57,4667531
595,59,4667542
595,59,4667567
596,58,4667575
595,58,4667586
593,63,4667598
594,62,4667609
593,65,4667618
593,60,4667645
591,50,4667652
591,49,4667664
590,47,4667675
590,46,4667685
586,42,4667697
586,41,4667708
588,40,4667722
588,40,4667731
588,40,4667742
587,40,4667754
588,46,4667764
588,57,4667775
588,68,4667785
525,62,4667801
496,58,4667809
495,57,4667819
416,53,4667832
344,49,4667842
268,45,4667852
215,42,4667879
83,33,4667885
11,27,4667897
11,27,4667909
12,26,4667919
13,27,4667930
19,28,4667942
20,27,4667957
19,27,4667963
15,26,4667975
12,26,4667987
9,28,4667997
15,32,4668008
15,32,4668019
15,31,4668030
10,29,4668041
9,29,4668067
9,29,4668075
7,27,4668099
3,25,4668108
1,26,4668118
-7,28,4668131
-10,29,4668142
-15,25,4668152
-15,25,4668178
-17,22,4668185
-17,22,4668197
-20,21,4668209
-21,21,4668218
-22,19,4668230
-28,18,4668255
-30,17,4668256
-30,16,4668263
-30,15,4668275
-31,15,4668287
-31,13,4668296
-31,12,4668308
-29,11,4668334
-31,8,4668342
-39,2,4668365
-50,-1,4668375
-55,0,4668385
-57,0,4668397
-59,-1,4668412
-59,-2,4668418
-60,-2,4668443
-63,-1,4668452
-63,-1,4668463
-61,-3,4668489
-58,-3,4668496
-56,1,4668508
-57,2,4668520
-57,3,4668530
-61,3,4668541
-62,4,4668566
-63,4,4668575
-64,0,4668585
-63,2,4668597
-65,0,4668608
-65,-5,4668618
-65,-7,4668643
-67,-11,4668652
-70,0,4668663
-69,0,4668675
-67,-1,4668685
-66,-1,4668697
-64,1,4668708
-61,1,4668721
-59,2,4668730
-55,4,4668741
-53,2,4668752
-50,2,4668763
-49,1,4668775
-47,2,4668800
-47,0,4668808
-48,0,4668818
-42,1,4668830
-35,2,4668841
-20,4,4668851
-16,1,4668877
0,-6,4668884
4,-9,4668896
12,-13,4668908
15,-16,4668918
16,-16,4668929
13,-16,4668956
13,-17,4668963
14,-17,4668975
15,-15,4668986
14,-14,4668996
7,-6,4669008
5,-5,4669032
5,-4,4669041
7,-4,4669051
13,-7,4669063
17,-7,4669074
26,-10,4669084
28,-10,4669111
33,-12,4669118
39,-11,4669129
50,-7,4669141
50,-7,4669151
715,334,4669163
894,424,4669189
936,444,4669196
954,454,4669208
986,471,4669221
997,477,4669230
1007,481,4669241
1012,487,4669252
1013,486,4669263
1011,488,4669274
1011,491,4669284
1012,492,4669298
1013,492,4669307
1014,493,4669318
1034,500,4669329
1041,504,4669345
1067,517,4669351
1069,519,4669363
1080,518,4669375
1081,517,4669384
1083,517,4669396
1083,519,4669422
1076,524,4669429
1076,525,4669441
1076,522,4669453
1076,525,4669463
1074,528,4669474
1073,531,4669484
1074,533,4669499
1076,533,4669507
1080,533,4669517
1082,534,4669531
1083,535,4669540
1083,535,4669551
1084,535,4669562
1083,535,4669578
1082,535,4669584
1081,534,4669596
1081,535,4669609
1081,535,4669617
1081,536,4669629
1081,536,4669655
1080,536,4669662
1079,535,4669674
1079,533,4669686
1080,533,4669696
1080,533,4669707
1080,534,4669717
1079,534,4669733
1080,534,4669741
1080,534,4669751
1081,535,4669765
1082,534,4669774
1081,536,4669784
1080,537,4669796
1080,538,4669811
1081,538,4669817
1081,538,4669829
1082,538,4669843
1082,538,4669851
1085,537,4669862
1085,537,4669874
1086,538,4669884
1086,541,4669895
1086,540,4669907
1086,541,4669921
1086,541,4669929
1088,542,4669940
1077,543,4669952
1058,540,4669961
960,524,4669972
213,475,4670050
91,444,4670062
-13,352,4670076
15,293,4670083
11,298,4670095
12,306,4670122
47,157,4670129
55,120,4670141
58,105,4670154
60,92,4670162
63,82,4670174
62,76,4670184
62,78,4670195
61,77,4670207
61,77,4670232
56,76,4670240
54,75,4670250
48,69,4670263
45,65,4670273
40,52,4670283
39,51,4670295
39,50,4670309
34,43,4670317
33,42,4670329
31,39,4670341
30,40,4670350
30,40,4670362
30,40,4670388
30,39,4670395
29,40,4670407
30,39,4670418
35,36,4670429
35,37,4670440
37,36,4670464
407,0,4670473
468,-7,4670483
502,-12,4670510
567,-16,4670517
569,-16,4670528
569,-15,4670542
571,-14,4670550
573,-12,4670562
574,-12,4670573
573,-12,4670583
573,-11,4670595
572,-9,4670621
570,-9,4670628
570,-9,4670640
571,-7,4670653
572,-7,4670662
573,-7,4670673
574,-5,4670684
574,-4,4670695
574,-3,4670706
573,-4,4670731
574,-2,4670739
575,-1,4670750
575,0,4670763
578,-1,4670773
578,-1,4670783
578,-2,4670809
575,-2,4670817
576,-2,4670828
581,5,4670840
583,21,4670849
588,43,4670860
600,89,4670872
643,995,4670927
616,1099,4670938
640,1116,4670950
609,1145,4670962
646,1059,4670973
641,1058,4670983
639,1065,4670997
648,1066,4671006
656,1040,4671016
656,1041,4671028
657,1034,4671044
655,1042,4671050
654,1027,4671076
658,1008,4671083
660,1000,4671095
663,1003,4671106
663,1006,4671116
661,1007,4671128
660,1012,4671154
657,1028,4671161
654,1033,4671173
654,1034,4671185
653,1038,4671195
653,1038,4671206
651,1037,4671231
651,1038,4671239
651,1037,4671249
651,1037,4671263
653,1035,4671273
655,1035,4671283
655,1035,4671295
656,1033,4671310
657,1033,4671316
657,1033,4671328
657,1033,4671342
658,1033,4671349
659,1032,4671361
660,1030,4671373
658,1036,4671383
657,1038,4671394
655,1039,4671406
655,1039,4671420
656,1038,4671428
657,1037,4671439
658,1037,4671452
658,1037,4671461
659,1037,4671473
659,1039,4671483
660,1039,4671495
661,1039,4671506
664,1041,4671530
666,1043,4671539
669,1041,4671549
669,1040,4671576
670,1041,4671583
670,1041,4671594
671,1040,4671606
671,1041,4671616
671,1041,4671628
670,1042,4671653
669,1041,4671661
669,1041,4671672
669,1041,4671685
669,1041,4671694
669,1041,4671705
670,1039,4671716
671,1038,4671728
673,1038,4671739
671,1039,4671763
671,1039,4671772
670,1040,4671782
670,1039,4671809
669,1025,4671816
672,989,4671828
673,972,4671840
673,968,4671849
673,966,4671861
674,954,4671887
676,925,4671894
675,924,4671906
674,926,4671919
674,925,4671927
674,926,4671939
675,926,4671950
678,926,4671961
677,925,4671972
672,928,4671997
628,923,4672005
596,917,4672016
569,912,4672027
551,908,4672039
544,906,4672049
537,904,4672061
509,898,4672074
507,895,4672082
509,895,4672094
513,893,4672106
512,893,4672115
512,891,4672127
511,890,4672152
510,891,4672160
509,891,4672172
508,891,4672183
507,891,4672194
507,892,4672205
506,892,4672230
502,890,4672239
502,889,4672249
501,887,4672261
500,881,4672272
499,879,4672282
499,878,4672308
501,874,4672315
501,874,4672327
500,874,4672339
501,874,4672349
500,874,4672360
500,873,4672387
499,872,4672393
500,872,4672405
501,872,4672418
502,871,4672427
502,871,4672438
503,871,4672464
503,872,4672471
502,872,4672482
498,878,4672495
496,880,4672505
495,880,4672515
496,869,4672541
501,865,4672549
498,870,4672560
504,862,4672572
530,843,4672582
620,708,4672594
701,575,4672619
726,533,4672627
734,517,4672638
744,498,4672649
780,436,4672660
786,424,4672672
785,416,4672696
785,415,4672705
784,414,4672715
783,414,4672728
784,415,4672738
783,415,4672749
751,413,4672774
569,401,4672782
566,400,4672793
565,400,4672806
562,400,4672815
560,398,4672827
559,397,4672853
558,395,4672860
559,394,4672872
559,393,4672884
559,393,4672893
559,393,4672905
560,394,4672915
560,395,4672927
561,396,4672938
564,404,4672948
564,428,4672962
564,441,4672971
565,446,4672982
566,450,4673008
566,457,4673015
565,471,4673026
564,471,4673040
562,472,4673048
562,473,4673060
562,473,4673087
563,477,4673093
564,479,4673105
564,480,4673117
565,480,4673126
565,479,4673138
567,478,4673163
566,478,4673171
566,477,4673181
566,478,4673195
563,480,4673205
563,482,4673215
562,483,4673241
560,480,4673248
560,479,4673260
560,465,4673272
568,431,4673281
569,427,4673293
570,425,4673305
572,418,4673318
573,416,4673327
575,410,4673338
577,408,4673349
577,408,4673360
578,410,4673371
578,410,4673381
579,406,4673395
580,400,4673405
581,399,4673415
581,399,4673441
584,399,4673448
583,410,4673460
581,432,4673472
581,445,4673482
581,448,4673493
581,457,4673505
576,464,4673519
575,465,4673526
576,467,4673538
577,466,4673550
576,467,4673560
575,467,4673571
575,467,4673581
575,468,4673596
572,473,4673604
572,473,4673615
566,481,4673627
564,482,4673638
562,486,4673648
561,488,4673674
561,489,4673681
561,490,4673693
558,492,4673705
558,493,4673715
559,495,4673726
560,496,4673737
561,497,4673751
561,495,4673760
563,496,4673771
564,489,4673782
572,413,4673793
577,387,4673804
579,364,4673829
583,341,4673838
584,334,4673848
584,333,4673874
583,332,4673881
583,332,4673893
584,332,4673905
585,329,4673914
585,325,4673926
587,325,4673937
581,324,4673951
574,322,4673959
574,321,4673971
564,318,4673982
560,314,4673993
555,310,4674004
550,297,4674014
549,296,4674028
547,299,4674037
545,299,4674048
541,297,4674060
542,296,4674075
541,296,4674081
