X Gaze Data, Y Gaze Data, Time 
(0, 0), 1920 x 1080
825,1043,5661969
823,1045,5661981
818,1040,5661991
811,1034,5662017
824,1014,5662025
828,1013,5662036
827,1022,5662048
827,1023,5662058
823,1023,5662069
823,1024,5662096
828,1015,5662102
821,1020,5662114
816,1023,5662128
816,1021,5662136
812,1021,5662147
807,1012,5662159
807,1014,5662175
810,1018,5662181
809,1021,5662206
805,1021,5662214
804,1018,5662225
802,1018,5662237
801,1016,5662247
806,1012,5662259
809,1015,5662283
808,1012,5662292
806,1016,5662302
804,1016,5662314
796,1012,5662325
800,917,5662336
790,861,5662347
757,709,5662361
744,647,5662369
740,631,5662381
737,613,5662392
730,561,5662402
726,527,5662414
709,440,5662425
713,421,5662438
713,418,5662447
714,414,5662458
710,416,5662470
703,339,5662481
691,201,5662492
682,146,5662502
681,137,5662516
680,128,5662524
679,125,5662536
675,116,5662563
669,99,5662569
670,95,5662594
669,92,5662602
670,95,5662614
668,94,5662625
667,94,5662636
667,94,5662647
667,96,5662658
666,98,5662671
666,103,5662681
666,106,5662692
672,114,5662702
670,121,5662718
671,120,5662725
671,120,5662735
671,118,5662748
673,118,5662758
674,118,5662769
675,118,5662796
677,118,5662802
680,112,5662828
682,110,5662835
683,110,5662847
674,98,5662860
673,96,5662869
672,95,5662880
675,98,5662892
674,96,5662902
674,93,5662914
671,88,5662924
669,85,5662938
667,82,5662947
666,79,5662958
665,75,5662969
665,75,5662980
662,72,5662991
661,70,5663002
656,70,5663016
649,70,5663024
639,76,5663035
627,80,5663062
621,80,5663069
617,87,5663080
616,88,5663093
618,92,5663102
624,102,5663113
622,94,5663125
626,104,5663135
623,102,5663146
594,60,5663172
482,86,5663179
378,101,5663191
326,105,5663203
298,105,5663213
228,95,5663225
154,85,5663249
80,35,5663257
55,73,5663268
-114,124,5663281
-95,97,5663290
-91,93,5663301
-139,443,5663404
-99,371,5663413
-105,344,5663424
-101,325,5663436
-104,310,5663447
-104,303,5663457
-80,266,5663468
-73,284,5663482
-52,265,5663491
-20,229,5663501
4,199,5663513
41,160,5663528
52,79,5663535
59,91,5663546
64,104,5663560
64,86,5663568
66,65,5663580
65,60,5663606
64,72,5663613
63,72,5663624
61,75,5663637
56,69,5663646
49,65,5663657
585,370,5664234
585,370,5664244
585,370,5664257
668,567,5664434
678,531,5664459
680,490,5664468
713,318,5664479
716,309,5664491
738,247,5664501
733,246,5664512
726,252,5664538
723,195,5664546
721,181,5664557
708,179,5664569
703,168,5664579
711,159,5664589
711,154,5664601
711,159,5664612
712,150,5664623
716,140,5664648
721,135,5664656
725,139,5664667
725,145,5664680
725,147,5664690
742,145,5664700
746,136,5664727
742,134,5664734
739,130,5664745
740,130,5664758
741,130,5664767
743,132,5664779
742,132,5664790
729,119,5664801
724,117,5664812
709,124,5664837
693,134,5664845
628,128,5664856
302,117,5664869
42,119,5664879
-13,100,5664890
-23,95,5664914
-39,88,5664915
-51,83,5664923
-44,65,5664934
-29,66,5664961
104,100,5664967
89,93,5664979
90,79,5664992
108,84,5665001
111,79,5665012
118,79,5665023
126,83,5665039
127,84,5665045
134,82,5665071
130,74,5665079
123,65,5665090
122,62,5665102
131,71,5665112
130,77,5665123
129,75,5665149
104,70,5665156
115,76,5665167
116,76,5665194
123,63,5665200
123,63,5665212
123,61,5665225
127,57,5665234
134,59,5665245
135,61,5665272
134,60,5665279
131,55,5665289
130,52,5665302
130,49,5665312
131,50,5665323
130,45,5665334
117,39,5665349
108,39,5665356
104,38,5665367
97,38,5665379
14,34,5665389
-30,33,5665400
-43,33,5665412
-19,37,5665425
10,57,5665434
7,57,5665445
0,55,5665456
6,57,5665472
17,60,5665478
34,60,5665489
72,67,5665504
67,69,5665512
68,70,5665523
65,80,5665535
64,80,5665545
64,77,5665556
53,75,5665567
49,74,5665581
-51,38,5665589
-60,34,5665600
-86,34,5665612
-84,16,5665627
-85,16,5665633
-86,16,5665645
-88,14,5665657
14,37,5665667
-43,24,5665678
-21,31,5665704
28,46,5665711
58,62,5665723
55,56,5665735
38,51,5665745
34,53,5665756
46,55,5665782
39,42,5665789
158,77,5665800
648,319,5665813
672,332,5665823
746,370,5665833
755,375,5665845
799,399,5665858
849,425,5665866
936,474,5665878
942,470,5665890
939,475,5665900
943,480,5665911
940,477,5665937
940,470,5665945
943,471,5665955
946,480,5665967
947,482,5665978
941,487,5665989
938,488,5666000
938,486,5666014
944,486,5666022
946,490,5666033
947,490,5666059
948,486,5666066
949,486,5666078
953,481,5666090
954,481,5666100
956,484,5666111
964,483,5666137
963,480,5666144
961,481,5666155
951,493,5666169
948,496,5666178
946,495,5666189
935,496,5666215
931,495,5666222
951,508,5666233
949,514,5666245
948,514,5666254
942,517,5666266
937,517,5666278
935,517,5666292
919,524,5666300
910,531,5666311
901,534,5666322
885,537,5666333
866,546,5666344
866,544,5666355
870,543,5666368
850,559,5666377
855,554,5666388
852,555,5666414
849,540,5666421
848,541,5666433
848,540,5666445
847,542,5666455
844,550,5666466
844,544,5666478
842,548,5666492
827,549,5666499
830,550,5666511
828,551,5666523
830,550,5666533
834,551,5666544
834,551,5666569
834,552,5666578
829,552,5666588
823,553,5666600
806,541,5666611
794,536,5666621
793,535,5666646
789,531,5666655
789,531,5666666
790,528,5666693
794,522,5666699
794,520,5666711
795,521,5666724
796,521,5666732
797,519,5666744
809,520,5666756
810,521,5666766
809,520,5666777
806,521,5666802
775,542,5666811
784,538,5666821
789,538,5666833
788,535,5666844
786,536,5666855
786,534,5666880
788,527,5666888
790,526,5666899
798,520,5666926
813,514,5666932
832,516,5666957
983,548,5666965
985,549,5666977
1029,556,5667003
1045,558,5667010
1046,548,5667022
1041,542,5667034
1041,544,5667043
1035,564,5667055
1032,571,5667066
1031,569,5667082
1032,570,5667088
1031,570,5667099
1027,579,5667113
1027,579,5667121
1032,567,5667133
1038,554,5667144
1039,556,5667154
1036,570,5667166
1037,574,5667192
1044,582,5667199
1049,587,5667211
1048,566,5667222
1048,562,5667232
1050,577,5667243
1039,581,5667269
1034,577,5667276
1031,582,5667288
1030,584,5667299
1027,585,5667310
1027,591,5667321
1038,587,5667347
1045,580,5667354
1032,574,5667365
953,564,5667377
955,564,5667388
961,574,5667399
976,576,5667425
971,574,5667432
968,574,5667443
982,577,5667457
985,580,5667465
995,577,5667477
989,577,5667503
988,574,5667510
988,576,5667521
987,574,5667535
987,570,5667543
986,571,5667554
983,571,5667566
982,572,5667577
990,570,5667588
995,570,5667613
1003,541,5667621
1001,526,5667632
991,515,5667645
991,523,5667654
987,527,5667665
986,535,5667692
989,534,5667699
986,530,5667710
984,545,5667723
983,565,5667732
988,570,5667744
988,573,5667754
995,570,5667770
993,571,5667776
984,575,5667787
980,578,5667801
981,577,5667810
978,566,5667821
973,561,5667832
965,563,5667847
962,567,5667854
963,570,5667865
985,567,5667879
987,566,5667887
987,566,5667899
990,564,5667925
998,565,5667932
999,569,5667943
993,569,5667955
990,586,5667965
933,582,5667977
930,581,5668002
869,550,5668010
870,552,5668020
869,553,5668034
840,551,5668043
810,544,5668054
827,550,5668081
814,548,5668087
818,555,5668112
819,557,5668120
818,556,5668132
820,556,5668143
822,556,5668158
823,555,5668165
813,547,5668176
817,549,5668190
817,549,5668198
818,551,5668210
818,551,5668221
818,552,5668232
823,553,5668243
824,554,5668267
836,558,5668277
833,558,5668287
852,559,5668298
857,558,5668310
858,556,5668320
859,555,5668345
853,554,5668354
843,548,5668364
839,547,5668377
833,539,5668387
826,532,5668397
824,539,5668424
828,580,5668429
928,591,5668612
941,587,5668620
947,585,5668631
987,584,5668644
1033,576,5668653
1063,547,5668664
1059,549,5668676
1060,548,5668687
1063,544,5668698
1073,518,5668709
1081,509,5668723
1085,502,5668731
1085,511,5668743
