X Gaze Data, Y Gaze Data, Time 
(0, 0), 1920 x 1080
911,-193,24700970
864,-183,24700978
865,-158,24700989
889,-127,24701001
930,-80,24701011
949,-40,24701022
961,-22,24701049
966,28,24701055
967,62,24701066
964,106,24701080
962,132,24701088
964,156,24701100
965,171,24701112
965,180,24701121
963,189,24701133
959,203,24701144
958,211,24701157
956,214,24701167
959,219,24701178
964,223,24701203
956,223,24701211
940,226,24701221
807,154,24701234
673,92,24701244
666,89,24701255
663,87,24701281
649,79,24701288
618,63,24701299
613,58,24701312
609,55,24701321
609,56,24701333
611,53,24701359
613,53,24701366
613,53,24701377
612,52,24701391
613,52,24701399
615,49,24701411
616,47,24701423
614,48,24701433
614,48,24701444
615,49,24701470
625,45,24701477
626,45,24701487
627,45,24701500
628,45,24701510
626,44,24701521
624,43,24701532
622,44,24701548
622,43,24701554
621,43,24701566
617,42,24701579
614,41,24701588
614,41,24701599
618,42,24701625
616,45,24701633
615,50,24701644
615,49,24701657
617,49,24701665
618,50,24701677
622,45,24701688
624,46,24701699
643,46,24701710
648,44,24701736
653,43,24701744
657,43,24701754
662,44,24701766
661,43,24701777
660,43,24701788
660,43,24701799
660,42,24701813
659,42,24701821
656,45,24701832
655,49,24701845
655,48,24701854
654,50,24701866
654,52,24701892
655,52,24701899
657,51,24701910
658,51,24701923
664,48,24701932
666,45,24701943
666,46,24701969
664,44,24701977
664,43,24701987
665,43,24702000
664,43,24702010
662,44,24702021
651,47,24702032
644,49,24702048
641,50,24702054
633,50,24702079
626,50,24702087
625,50,24702099
625,49,24702110
626,49,24702126
627,47,24702132
626,42,24702143
625,42,24702157
626,35,24702165
625,33,24702177
633,38,24702188
655,48,24702199
668,60,24702210
790,251,24702221
817,295,24702235
831,317,24702243
839,330,24702254
849,346,24702266
897,426,24702281
900,435,24702287
901,435,24702299
902,435,24702312
903,435,24702321
903,440,24702332
903,442,24702358
903,444,24702359
903,443,24702365
903,444,24702377
900,446,24702390
888,456,24702399
886,458,24702410
874,465,24702435
866,469,24702443
869,468,24702454
869,471,24702467
868,473,24702477
871,474,24702487
870,476,24702513
870,479,24702520
870,480,24702532
870,483,24702544
870,487,24702554
870,486,24702565
869,487,24702591
870,484,24702599
873,483,24702610
874,479,24702622
875,476,24702632
876,468,24702643
875,467,24702668
872,469,24702677
853,465,24702687
773,445,24702699
756,440,24702710
746,437,24702720
738,434,24702746
715,430,24702754
659,415,24702765
659,411,24702777
657,412,24702787
658,411,24702798
658,409,24702810
658,408,24702823
659,405,24702832
660,403,24702843
661,403,24702854
661,405,24702865
661,405,24702876
661,406,24702901
663,412,24702910
667,415,24702920
672,417,24702946
673,417,24702953
672,418,24702965
636,392,24702977
625,384,24702987
611,370,24702998
601,360,24703024
570,330,24703031
559,320,24703043
534,297,24703056
490,255,24703065
491,255,24703076
487,258,24703088
487,259,24703098
488,260,24703109
488,261,24703135
493,263,24703143
522,277,24703153
577,304,24703165
689,364,24703176
713,376,24703186
730,383,24703198
745,389,24703212
757,394,24703220
848,439,24703231
851,444,24703257
855,434,24703265
858,434,24703276
860,433,24703289
860,433,24703298
860,433,24703309
860,434,24703320
858,436,24703331
849,452,24703343
847,451,24703367
835,458,24703376
835,458,24703387
836,458,24703399
835,462,24703409
836,462,24703420
840,469,24703431
840,469,24703445
840,467,24703453
839,467,24703464
835,469,24703491
833,470,24703498
839,469,24703523
841,471,24703531
843,478,24703542
841,502,24703554
839,530,24703564
815,800,24703575
813,816,24703600
808,843,24703609
806,857,24703619
804,875,24703646
790,968,24703653
782,967,24703664
783,971,24703678
781,972,24703686
781,972,24703698
780,972,24703709
779,971,24703725
777,969,24703731
785,972,24703742
786,972,24703755
786,973,24703764
787,975,24703776
791,968,24703801
816,889,24703809
923,551,24703820
934,521,24703832
942,503,24703842
947,491,24703853
955,472,24703879
961,457,24703886
969,458,24703898
970,459,24703909
973,457,24703919
973,457,24703931
970,456,24703955
965,451,24703964
964,446,24703975
967,444,24703987
967,441,24703998
969,437,24704009
970,434,24704034
972,434,24704042
978,438,24704053
980,438,24704065
980,439,24704076
983,441,24704086
1018,442,24704112
1049,441,24704119
1051,441,24704131
1063,441,24704143
1067,441,24704153
1068,440,24704164
1068,440,24704191
1063,442,24704197
1064,447,24704209
1070,453,24704222
1070,454,24704231
1072,456,24704242
1073,458,24704254
1073,459,24704264
1074,462,24704276
1075,470,24704286
