X Gaze Data, Y Gaze Data, Time 
(0, 0), 1920 x 1080
803,-35,4006000
803,-35,4006013
873,-29,4006023
941,16,4006034
1002,101,4006045
1046,156,4006058
1109,219,4006067
1132,247,4006079
1143,293,4006104
1151,314,4006112
1150,344,4006123
1150,383,4006136
1140,425,4006143
1153,474,4006324
1130,479,4006333
1122,483,4006341
1117,486,4006352
1116,491,4006362
1115,497,4006378
1110,509,4006385
1107,517,4006396
1108,516,4006408
1108,518,4006418
1105,528,4006429
1107,524,4006441
1105,527,4006454
1102,534,4006462
1096,548,4006474
1094,551,4006499
1094,556,4006507
1092,561,4006518
1091,562,4006530
1091,564,4006540
1091,565,4006552
1092,567,4006562
1092,567,4006574
1092,569,4006585
1091,570,4006595
1090,573,4006607
1090,574,4006621
1091,578,4006629
1091,579,4006640
1090,580,4006666
1088,581,4006667
1086,584,4006674
1086,585,4006685
1086,584,4006697
1087,584,4006707
1086,584,4006718
1086,585,4006742
816,952,4006752
805,967,4006762
791,984,4006787
773,1008,4006795
770,1011,4006807
765,1016,4006833
764,1019,4006840
763,1019,4006851
759,1017,4006863
760,1019,4006873
760,1019,4006884
760,1020,4006909
758,1021,4006918
744,1037,4006926
737,1054,4006940
1157,725,4007063
877,751,4007073
885,651,4007084
891,584,4007095
902,573,4007107
917,583,4007118
924,583,4007128
926,584,4007140
927,584,4007153
927,585,4007161
926,579,4007173
918,584,4007199
927,587,4007207
926,588,4007218
925,590,4007230
925,590,4007240
925,590,4007251
923,591,4007261
920,592,4007275
915,593,4007284
916,592,4007295
924,587,4007321
913,571,4007328
887,539,4007340
768,394,4007366
551,180,4007373
515,154,4007384
486,132,4007397
445,99,4007406
394,71,4007417
348,46,4007443
341,42,4007451
336,39,4007461
337,40,4007488
338,41,4007495
338,41,4007506
330,46,4007519
330,46,4007528
203,72,4007540
191,75,4007564
166,82,4007573
154,84,4007584
147,86,4007595
122,92,4007610
124,92,4007617
126,92,4007628
124,92,4007654
126,92,4007661
125,94,4007673
124,95,4007685
124,96,4007695
124,96,4007706
124,96,4007717
124,101,4007731
124,101,4007739
125,102,4007751
125,101,4007775
128,100,4007784
129,99,4007794
129,99,4007820
129,100,4007828
130,99,4007839
129,100,4007866
114,103,4007873
104,105,4007884
98,107,4007896
96,108,4007906
91,110,4007917
91,110,4007941
88,111,4007951
89,111,4007961
90,113,4007973
90,113,4007984
89,112,4007994
88,112,4008006
87,112,4008018
87,112,4008027
86,112,4008039
86,112,4008051
85,112,4008065
513,96,4008073
574,93,4008084
599,91,4008095
620,90,4008106
634,90,4008117
650,91,4008141
646,92,4008150
655,95,4008161
654,96,4008188
660,96,4008194
663,97,4008206
662,97,4008219
663,96,4008227
662,95,4008239
663,95,4008251
663,95,4008261
665,95,4008272
665,94,4008298
665,94,4008305
664,93,4008317
661,93,4008330
659,92,4008339
659,91,4008350
660,90,4008376
664,89,4008384
664,89,4008394
663,90,4008408
664,89,4008417
665,89,4008427
665,239,4008439
653,694,4008450
654,704,4008460
654,713,4008472
654,724,4008486
655,735,4008494
654,735,4008505
656,747,4008517
658,760,4008527
658,768,4008539
659,769,4008550
663,770,4008563
663,769,4008572
663,769,4008583
663,770,4008610
661,771,4008617
661,772,4008627
660,773,4008641
661,773,4008650
660,773,4008660
666,769,4008672
799,681,4008688
908,639,4008694
915,636,4008705
922,635,4008719
927,633,4008727
933,631,4008739
939,633,4008765
947,634,4008772
947,634,4008783
945,632,4008796
945,633,4008805
944,631,4008817
931,624,4008842
716,515,4008850
698,508,4008860
685,502,4008874
672,497,4008883
660,492,4008894
658,492,4008905
659,492,4008920
