X Gaze Data, Y Gaze Data, Time 
(0, 0), 1920 x 1080
771,997,29409754
772,998,29409768
769,1003,29409776
769,1003,29409787
768,1003,29409800
765,1002,29409810
764,1001,29409821
761,1000,29409832
761,1000,29409843
762,999,29409854
763,998,29409879
765,995,29409888
765,995,29409898
766,995,29409911
765,994,29409921
766,994,29409931
765,993,29409943
764,990,29409954
764,989,29409965
763,989,29409976
763,989,29409991
763,988,29409998
762,986,29410010
762,987,29410022
761,987,29410032
761,987,29410043
762,988,29410069
762,990,29410077
757,990,29410088
758,990,29410098
772,963,29410110
876,737,29410121
896,686,29410132
899,676,29410143
902,666,29410154
904,658,29410165
908,645,29410179
909,636,29410188
908,634,29410198
905,634,29410210
905,633,29410226
905,635,29410231
904,634,29410257
895,618,29410265
884,603,29410277
800,479,29410289
615,207,29410298
613,203,29410310
610,199,29410335
599,180,29410343
597,174,29410354
594,165,29410367
593,163,29410377
592,164,29410388
592,166,29410414
592,167,29410421
591,169,29410431
592,161,29410444
595,149,29410454
616,99,29410465
618,94,29410491
622,84,29410498
623,78,29410510
634,43,29410522
633,41,29410531
632,42,29410543
631,46,29410569
630,47,29410576
630,46,29410587
629,46,29410600
629,46,29410610
629,47,29410621
628,45,29410632
628,44,29410643
628,45,29410654
631,47,29410665
631,47,29410678
632,49,29410687
629,48,29410697
626,47,29410709
589,43,29410725
563,39,29410731
400,40,29410743
320,42,29410756
299,42,29410764
291,42,29410776
282,41,29410788
250,41,29410797
205,42,29410809
185,42,29410820
184,42,29410834
185,42,29410842
184,42,29410854
183,42,29410865
174,42,29410876
158,43,29410887
132,43,29410897
117,43,29410911
100,42,29410920
89,42,29410931
82,42,29410943
43,43,29410953
43,43,29410964
43,43,29410990
42,44,29410997
42,45,29411009
43,46,29411021
43,45,29411031
43,45,29411042
43,44,29411054
42,44,29411068
41,43,29411076
40,44,29411087
40,43,29411100
37,42,29411109
33,41,29411120
24,40,29411131
16,38,29411146
9,35,29411154
9,35,29411164
9,36,29411176
9,36,29411187
7,37,29411197
8,38,29411209
9,38,29411222
10,38,29411231
10,38,29411243
10,38,29411254
10,39,29411264
10,38,29411276
10,38,29411302
10,34,29411309
10,34,29411320
9,36,29411333
8,36,29411342
8,35,29411353
8,35,29411380
8,36,29411387
8,36,29411397
8,37,29411411
9,34,29411420
9,33,29411430
9,33,29411457
7,32,29411464
7,31,29411476
9,23,29411488
7,23,29411497
7,21,29411509
7,21,29411534
8,22,29411542
9,23,29411553
10,23,29411566
10,23,29411575
10,22,29411586
10,22,29411597
10,22,29411612
10,23,29411620
10,22,29411630
10,23,29411643
10,23,29411653
10,23,29411664
9,22,29411675
9,22,29411690
11,21,29411697
12,21,29411709
21,19,29411721
35,17,29411730
39,17,29411742
42,16,29411753
46,16,29411768
51,16,29411775
57,15,29411787
60,16,29411799
61,16,29411809
60,15,29411820
59,14,29411831
59,13,29411842
59,14,29411853
60,15,29411877
60,14,29411887
60,12,29411896
60,11,29411923
60,8,29411930
60,8,29411942
58,9,29411955
56,12,29411964
42,15,29411975
28,18,29411987
23,20,29411997
13,22,29412008
9,23,29412020
