X Gaze Data, Y Gaze Data, Time 
(0, 0), 1920 x 1080
930,377,20972695
847,411,20972703
859,419,20972715
838,455,20972726
839,444,20972742
786,530,20972747
761,560,20972759
750,573,20972772
752,569,20972781
756,559,20972792
733,579,20972804
726,589,20972814
719,597,20972826
738,577,20972852
736,554,20972858
741,556,20972869
733,524,20972903
726,507,20972929
722,493,20972937
721,493,20972948
714,491,20972959
680,483,20972974
652,480,20972981
623,480,20972992
594,486,20973006
606,489,20973014
609,476,20973052
575,457,20973058
572,458,20973070
565,448,20973083
568,442,20973092
569,436,20973103
565,428,20973129
559,425,20973136
560,422,20973147
561,421,20973161
588,400,20973192
615,386,20973208
604,378,20973215
608,366,20973226
576,346,20973239
571,273,20973248
565,254,20973258
548,253,20973271
553,233,20973317
547,180,20973326
548,170,20973336
572,164,20973348
577,164,20973358
585,165,20973369
591,161,20973381
586,160,20973395
583,159,20973404
579,158,20973415
575,158,20973426
575,158,20973436
585,160,20973447
588,159,20973473
584,161,20973481
585,163,20973492
593,162,20973504
600,163,20973514
616,167,20973525
631,172,20973550
633,172,20973559
635,173,20973570
642,179,20973582
649,183,20973592
653,186,20973603
659,189,20973629
657,189,20973636
656,196,20973648
656,197,20973661
656,205,20973670
658,210,20973681
659,215,20973692
660,219,20973707
662,224,20973714
662,226,20973725
662,227,20973739
661,230,20973747
660,237,20973759
655,252,20973770
648,271,20973781
640,293,20973792
638,300,20973803
639,304,20973817
639,305,20973825
636,315,20973836
638,319,20973863
640,325,20973869
640,327,20973881
640,333,20973893
640,335,20973903
640,336,20973914
639,337,20973941
633,348,20973946
588,398,20974017
586,355,20974025
583,294,20974036
579,299,20974049
590,275,20974058
599,271,20974069
602,268,20974081
605,266,20974092
605,265,20974103
608,264,20974113
608,264,20974128
613,268,20974136
612,269,20974147
612,269,20974159
609,270,20974169
605,270,20974181
605,271,20974206
604,274,20974214
603,274,20974225
601,274,20974238
603,275,20974247
612,277,20974258
642,285,20974269
652,289,20974284
655,290,20974291
656,292,20974302
658,293,20974316
659,294,20974325
659,296,20974336
660,298,20974348
660,297,20974358
660,296,20974369
660,296,20974395
661,297,20974402
661,297,20974414
659,297,20974426
659,297,20974435
659,297,20974447
660,298,20974472
716,294,20974480
717,294,20974491
720,294,20974503
724,287,20974514
725,286,20974525
726,286,20974550
727,286,20974558
727,286,20974569
728,287,20974582
728,286,20974591
728,286,20974602
728,287,20974628
728,289,20974629
727,291,20974636
728,292,20974647
728,292,20974660
728,294,20974669
727,296,20974680
727,295,20974706
726,295,20974713
726,295,20974724
726,296,20974738
726,295,20974747
729,294,20974758
731,294,20974769
766,292,20974780
824,287,20974791
826,287,20974817
828,288,20974825
829,288,20974836
832,288,20974847
834,290,20974858
832,292,20974868
831,292,20974895
830,292,20974902
830,292,20974913
830,292,20974927
830,291,20974935
830,291,20974947
832,289,20974959
836,290,20974969
853,292,20974980
926,295,20975006
936,295,20975013
936,295,20975025
944,295,20975036
951,294,20975047
966,295,20975058
964,295,20975083
963,295,20975091
961,297,20975102
961,298,20975115
961,299,20975124
962,300,20975135
961,300,20975162
961,299,20975169
961,298,20975180
961,297,20975193
963,298,20975202
964,297,20975213
979,297,20975225
1056,298,20975235
1059,298,20975247
1065,299,20975273
1078,298,20975280
1084,297,20975291
1084,296,20975303
1084,297,20975313
1085,299,20975324
1085,299,20975350
1083,303,20975357
1083,304,20975368
1081,305,20975381
1081,305,20975391
1081,305,20975402
1082,305,20975427
1091,303,20975435
1101,304,20975446
1141,306,20975459
1142,305,20975468
1144,305,20975480
1147,304,20975505
1158,304,20975513
1166,304,20975524
1165,302,20975536
1165,302,20975546
1164,303,20975557
1164,303,20975568
1164,302,20975582
1166,303,20975591
1169,305,20975602
1169,305,20975613
1168,305,20975628
1168,305,20975635
1168,304,20975646
1169,304,20975659
1182,306,20975668
1237,309,20975680
1248,310,20975691
1254,310,20975702
1260,311,20975713
1265,308,20975737
