X Gaze Data, Y Gaze Data, Time 
(0, 0), 1920 x 1080
1062,807,5337306
902,863,5337316
909,890,5337328
906,910,5337353
892,827,5337362
892,814,5337373
893,820,5337385
896,820,5337395
898,817,5337406
894,794,5337431
898,728,5337440
899,726,5337451
899,722,5337463
899,719,5337473
899,717,5337484
901,712,5337511
901,712,5337517
899,711,5337543
900,711,5337550
901,710,5337562
902,709,5337574
900,703,5337583
891,678,5337595
887,669,5337606
785,445,5337620
737,335,5337628
729,317,5337640
722,303,5337651
715,289,5337662
689,230,5337673
685,221,5337698
681,218,5337706
680,218,5337717
681,218,5337744
674,218,5337750
674,218,5337762
671,217,5337776
669,216,5337783
665,213,5337795
660,210,5337806
659,209,5337822
660,210,5337828
661,208,5337839
691,176,5337852
696,167,5337862
699,160,5337873
700,159,5337899
702,155,5337906
703,155,5337916
702,153,5337929
698,153,5337939
697,151,5337950
697,150,5337976
694,149,5337983
694,149,5337995
695,146,5338007
698,139,5338017
697,137,5338028
695,134,5338054
680,131,5338061
631,125,5338073
594,122,5338085
506,120,5338095
483,119,5338106
456,119,5338132
397,118,5338139
246,113,5338150
205,111,5338162
203,109,5338173
203,108,5338183
203,107,5338195
203,106,5338209
203,102,5338217
204,100,5338228
202,100,5338241
202,100,5338250
195,101,5338261
173,104,5338273
160,106,5338286
143,106,5338295
132,106,5338306
126,106,5338318
120,105,5338328
101,106,5338339
99,104,5338350
97,103,5338364
96,104,5338373
94,103,5338383
95,101,5338395
91,99,5338405
89,114,5338415
102,173,5338528
55,141,5338539
60,126,5338552
63,113,5338562
65,110,5338573
68,104,5338583
69,100,5338595
71,95,5338606
70,93,5338616
70,92,5338630
74,87,5338638
75,84,5338650
75,83,5338662
75,83,5338672
74,82,5338683
72,77,5338695
72,75,5338707
73,73,5338716
73,72,5338728
67,66,5338739
66,64,5338749
65,64,5338761
65,62,5338787
61,60,5338795
60,60,5338805
58,58,5338818
58,58,5338828
57,58,5338839
57,58,5338864
57,53,5338872
59,53,5338883
59,54,5338896
59,54,5338905
60,54,5338916
59,55,5338942
76,60,5338949
92,73,5338961
191,151,5338974
515,577,5338982
554,648,5338994
556,664,5339006
560,677,5339016
569,694,5339028
582,713,5339053
631,864,5339061
634,878,5339072
635,880,5339084
632,879,5339094
637,880,5339105
644,878,5339131
652,875,5339139
654,872,5339149
655,873,5339162
656,875,5339172
653,878,5339182
639,883,5339209
605,919,5339215
603,921,5339227
596,925,5339239
594,927,5339249
578,938,5339261
575,939,5339286
578,936,5339294
578,935,5339305
578,935,5339318
575,937,5339327
576,937,5339338
575,937,5339349
552,928,5339361
540,923,5339372
518,913,5339397
516,912,5339405
514,913,5339415
513,913,5339443
520,912,5339449
521,908,5339475
520,904,5339482
519,906,5339494
519,905,5339506
520,903,5339515
521,902,5339527
519,901,5339538
516,902,5339552
514,902,5339561
514,899,5339572
514,899,5339583
513,897,5339594
508,899,5339605
505,900,5339630
515,864,5339638
543,797,5339649
671,506,5339676
691,462,5339682
698,448,5339694
708,426,5339707
737,363,5339715
742,356,5339727
746,351,5339753
746,352,5339760
745,354,5339772
744,352,5339785
742,350,5339794
741,350,5339805
739,349,5339832
739,349,5339838
738,349,5339848
737,348,5339862
737,349,5339872
694,376,5339882
680,385,5339908
664,400,5339915
658,406,5339927
655,409,5339939
633,423,5339948
624,429,5339960
617,439,5339985
621,439,5339994
624,437,5340005
624,437,5340016
625,436,5340027
624,437,5340038
625,439,5340064
628,439,5340071
626,440,5340082
624,439,5340095
623,440,5340105
623,439,5340115
620,440,5340127
619,440,5340142
617,439,5340149
617,436,5340160
646,413,5340173
645,413,5340181
648,411,5340193
649,412,5340220
659,406,5340227
664,403,5340238
658,407,5340251
659,407,5340267
660,407,5340271
659,408,5340282
658,409,5340293
660,410,5340304
645,405,5340329
550,337,5340338
541,331,5340349
533,326,5340360
525,322,5340371
508,310,5340381
479,289,5340393
473,288,5340406
472,302,5340415
470,292,5340427
472,297,5340438
473,297,5340454
473,297,5340460
474,300,5340485
474,299,5340493
476,299,5340504
478,299,5340515
482,302,5340526
483,302,5340538
482,304,5340562
482,304,5340571
482,304,5340582
479,305,5340608
475,307,5340615
479,309,5340627
492,314,5340640
518,327,5340648
535,336,5340660
560,350,5340687
594,367,5340693
622,381,5340704
631,387,5340717
633,389,5340726
633,390,5340737
633,391,5340763
631,391,5340771
630,392,5340781
628,392,5340794
629,392,5340804
629,391,5340815
628,391,5340841
627,390,5340848
629,390,5340860
628,389,5340871
629,388,5340886
628,387,5340893
631,379,5340918
675,381,5340926
678,381,5340937
684,379,5340950
688,378,5340959
694,376,5340970
715,367,5340982
719,358,5340993
716,354,5341004
715,354,5341014
713,352,5341028
713,347,5341037
712,340,5341048
711,338,5341075
707,332,5341081
704,330,5341093
701,328,5341106
701,327,5341114
697,323,5341126
691,315,5341152
690,301,5341159
690,296,5341170
690,294,5341182
688,290,5341193
686,288,5341203
679,276,5341229
704,275,5341237
739,257,5341247
752,251,5341260
756,244,5341270
759,240,5341281
764,233,5341308
774,210,5341314
775,205,5341326
776,194,5341340
773,192,5341347
770,195,5341359
770,188,5341386
769,183,5341393
768,178,5341404
768,173,5341417
768,171,5341426
769,170,5341437
769,164,5341449
768,163,5341459
765,159,5341470
766,161,5341496
758,153,5341504
746,151,5341514
720,145,5341526
722,145,5341537
725,145,5341547
724,144,5341573
732,138,5341580
734,134,5341593
740,124,5341619
746,124,5341625
748,125,5341636
771,139,5341659
762,135,5341670
744,126,5341682
723,95,5341691
722,108,5341703
604,81,5341729
557,68,5341736
587,68,5341748
619,68,5341760
657,68,5341770
647,62,5341780
643,42,5341806
626,41,5341813
560,43,5341826
565,43,5341837
571,42,5341847
580,42,5341859
586,41,5341885
620,45,5341893
634,50,5341904
644,57,5341917
654,62,5341926
651,65,5341937
661,71,5341948
689,90,5341959
690,91,5341970
691,91,5341980
700,99,5341996
700,101,5342003
703,112,5342014
700,113,5342027
728,130,5342036
737,134,5342047
722,134,5342074
726,149,5342080
729,150,5342092
729,147,5342104
1015,86,5342114
1037,81,5342125
1204,73,5342151
1279,62,5342158
1358,56,5342169
1377,54,5342182
1411,47,5342192
1443,46,5342203
1467,49,5342229
1451,60,5342237
1455,62,5342247
1455,65,5342261
1450,72,5342269
1437,83,5342280
1428,92,5342307
1427,95,5342314
1424,99,5342325
1431,97,5342338
1406,110,5342346
1389,119,5342358
1350,140,5342370
1257,172,5342380
1077,234,5342392
992,264,5342403
947,281,5342416
907,297,5342425
796,334,5342436
768,344,5342447
769,342,5342459
769,349,5342469
769,349,5342494
770,352,5342503
770,352,5342513
769,354,5342526
769,355,5342535
768,356,5342545
766,328,5342624
831,153,5342636
833,186,5342650
808,314,5342658
786,297,5342670
783,296,5342680
785,298,5342692
770,289,5342703
760,281,5342713
742,270,5342727
742,270,5342736
705,251,5342747
671,231,5342759
587,186,5342769
565,175,5342780
541,163,5342806
461,126,5342813
461,126,5342825
461,127,5342837
459,127,5342847
459,127,5342858
459,128,5342884
462,126,5342891
462,125,5342903
461,125,5342915
462,127,5342925
466,131,5342936
483,139,5342947
486,141,5342958
492,150,5342969
493,154,5342980
494,155,5342993
496,157,5343002
498,158,5343013
499,157,5343039
500,160,5343046
495,156,5343058
495,156,5343070
494,157,5343080
499,156,5343091
516,161,5343103
612,159,5343116
841,155,5343125
1054,145,5343136
1141,140,5343147
1168,140,5343158
1195,140,5343169
1241,139,5343179
1310,135,5343193
1388,129,5343202
1399,128,5343213
1399,134,5343225
1399,136,5343240
1402,135,5343245
1402,134,5343258
1403,132,5343272
1404,132,5343280
1404,134,5343291
1403,136,5343317
1402,143,5343324
1403,140,5343336
1401,144,5343349
1331,201,5343358
1348,193,5343369
1271,243,5343380
1022,396,5343391
997,412,5343402
979,424,5343413
968,433,5343427
887,484,5343435
847,510,5343446
851,513,5343459
843,520,5343469
842,522,5343479
842,520,5343506
840,517,5343512
840,517,5343524
840,517,5343538
839,518,5343546
834,518,5343558
834,518,5343569
749,501,5343579
690,487,5343591
674,485,5343602
658,481,5343616
650,479,5343624
644,478,5343636
629,479,5343647
628,480,5343658
627,480,5343669
625,478,5343679
624,479,5343691
622,478,5343702
619,477,5343727
614,473,5343735
615,473,5343745
614,470,5343773
616,469,5343779
616,469,5343791
617,468,5343804
626,424,5343812
638,377,5343824
643,360,5343836
647,342,5343846
648,333,5343857
650,324,5343869
642,314,5343882
640,313,5343891
646,316,5343902
647,316,5343914
649,315,5343924
653,316,5343935
653,316,5343960
656,312,5343968
656,312,5343979
657,315,5344006
715,323,5344012
727,323,5344024
731,322,5344037
736,323,5344046
737,324,5344058
738,324,5344084
739,323,5344091
738,321,5344102
739,322,5344115
740,322,5344124
743,322,5344135
743,321,5344147
745,320,5344157
747,315,5344168
746,314,5344193
748,313,5344202
748,313,5344212
748,312,5344224
746,311,5344239
746,312,5344245
746,311,5344257
746,311,5344270
747,313,5344279
747,313,5344291
747,313,5344318
751,313,5344324
755,318,5344349
742,322,5344357
732,326,5344368
731,326,5344380
730,326,5344391
729,327,5344401
728,328,5344427
724,333,5344435
723,334,5344445
722,334,5344458
721,335,5344468
722,334,5344478
722,334,5344505
722,334,5344512
721,336,5344524
720,338,5344536
718,341,5344545
716,347,5344557
716,349,5344583
716,350,5344590
716,346,5344601
717,344,5344614
718,344,5344624
718,343,5344635
718,341,5344660
715,334,5344668
757,332,5344678
781,329,5344691
787,328,5344701
789,327,5344712
795,326,5344738
821,319,5344745
824,316,5344757
826,314,5344770
826,316,5344778
825,316,5344790
826,315,5344801
827,313,5344817
831,310,5344824
831,310,5344835
831,309,5344848
831,310,5344857
831,309,5344868
831,309,5344879
831,309,5344890
830,310,5344901
829,310,5344926
880,401,5345023
879,328,5345050
887,325,5345057
887,325,5345067
887,325,5345082
887,324,5345090
887,325,5345101
887,326,5345113
886,326,5345123
882,329,5345134
882,328,5345145
882,329,5345157
882,329,5345168
882,331,5345178
883,336,5345191
883,337,5345201
883,334,5345211
883,332,5345238
883,333,5345245
883,334,5345256
884,337,5345269
905,339,5345278
905,339,5345290
921,339,5345316
932,339,5345323
934,338,5345334
944,338,5345347
952,334,5345357
952,334,5345368
955,331,5345378
954,321,5345390
954,320,5345401
954,317,5345425
955,314,5345426
956,313,5345434
959,310,5345444
959,309,5345457
960,309,5345467
960,310,5345477
962,310,5345490
962,311,5345502
962,311,5345511
959,316,5345523
958,320,5345549
958,322,5345556
958,322,5345567
958,321,5345581
959,320,5345589
958,319,5345600
958,321,5345612
957,315,5345623
961,314,5345634
1023,317,5345645
1028,317,5345659
1030,317,5345667
1044,310,5345677
1049,309,5345704
1054,308,5345711
1055,304,5345723
1059,300,5345735
1059,299,5345744
1060,298,5345756
1060,298,5345781
1060,299,5345790
1059,298,5345801
1059,297,5345812
1058,296,5345823
1058,296,5345834
1057,297,5345844
1057,297,5345860
1058,297,5345867
1089,298,5345878
1104,300,5345892
1114,304,5345900
1118,305,5345911
1121,305,5345924
1127,304,5345934
1132,303,5345943
1132,303,5345970
1132,303,5345978
1122,305,5345989
1119,304,5346001
1118,304,5346010
1125,298,5346023
1127,299,5346048
1130,302,5346056
1131,303,5346067
1130,301,5346079
1132,300,5346089
1133,299,5346100
1134,299,5346126
1132,305,5346134
1131,305,5346158
1132,301,5346167
1133,301,5346177
1134,306,5346189
1135,307,5346205
1136,305,5346210
1136,305,5346223
1138,305,5346236
1168,307,5346244
1248,307,5346256
1252,307,5346267
1257,307,5346283
1261,306,5346289
1262,305,5346300
1266,304,5346314
1264,300,5346322
1266,300,5346333
1266,299,5346345
1266,300,5346356
1266,301,5346367
1265,302,5346377
1269,305,5346392
1269,305,5346400
1269,307,5346410
1268,307,5346423
1267,307,5346433
1266,306,5346444
1266,306,5346470
1256,306,5346477
1201,313,5346489
1216,311,5346502
931,320,5346510
726,328,5346522
678,333,5346533
659,334,5346543
643,336,5346555
647,337,5346566
612,340,5346580
614,342,5346589
606,341,5346600
592,342,5346611
592,341,5346622
593,339,5346633
594,340,5346644
594,341,5346657
594,342,5346666
594,341,5346677
594,340,5346704
591,339,5346710
590,338,5346722
589,337,5346735
588,337,5346743
587,338,5346755
586,337,5346766
589,336,5346782
594,337,5346789
662,328,5346800
666,328,5346813
671,326,5346822
675,324,5346833
676,323,5346845
679,322,5346855
680,319,5346866
681,322,5346891
681,323,5346900
680,323,5346911
680,324,5346922
679,326,5346933
679,328,5346943
680,329,5346955
680,332,5346969
680,332,5346976
682,322,5346988
680,319,5347001
680,321,5347009
680,320,5347022
682,321,5347047
683,324,5347055
685,332,5347067
715,331,5347079
749,329,5347089
752,329,5347100
759,329,5347110
763,329,5347122
767,329,5347133
784,327,5347143
790,326,5347157
793,326,5347166
792,325,5347176
792,326,5347205
792,326,5347210
793,327,5347222
793,328,5347235
793,327,5347243
792,326,5347255
792,325,5347266
792,327,5347277
791,328,5347288
790,329,5347299
789,330,5347312
791,330,5347322
791,330,5347333
791,332,5347344
791,333,5347355
790,333,5347366
791,334,5347376
794,337,5347391
794,336,5347399
838,332,5347410
872,329,5347422
892,327,5347433
907,323,5347443
918,322,5347455
926,323,5347469
932,324,5347477
932,325,5347488
933,324,5347500
934,323,5347509
935,322,5347522
934,323,5347533
933,325,5347546
932,326,5347555
932,325,5347566
932,325,5347578
933,324,5347588
934,325,5347599
935,325,5347624
934,325,5347633
933,326,5347643
933,324,5347669
1003,334,5347676
1013,335,5347688
1026,335,5347701
1032,335,5347710
1040,334,5347722
1044,333,5347733
1046,330,5347749
1046,329,5347755
1045,329,5347780
1043,329,5347788
1042,327,5347799
1044,325,5347812
1042,323,5347822
1043,326,5347832
1046,332,5347842
1048,336,5347853
994,404,5347968
1039,407,5347976
1043,394,5347988
1044,391,5347999
1061,370,5348015
1073,354,5348021
1080,345,5348046
1085,340,5348055
1082,338,5348065
1076,335,5348077
1088,325,5348088
1089,327,5348099
1089,330,5348125
1088,333,5348132
1088,333,5348142
1086,332,5348155
1086,331,5348165
1096,329,5348176
1095,330,5348203
1106,329,5348209
1111,329,5348221
1138,323,5348233
1140,322,5348242
1142,322,5348254
1141,323,5348265
1144,325,5348275
1142,327,5348286
681,320,5348389
663,322,5348399
663,322,5348409
666,315,5348422
667,313,5348432
667,313,5348443
667,312,5348469
667,310,5348476
667,310,5348501
667,313,5348509
666,312,5348520
666,312,5348533
665,310,5348542
664,309,5348554
662,302,5348580
660,305,5348587
658,305,5348598
633,307,5348612
630,307,5348620
625,307,5348632
619,310,5348643
612,314,5348654
609,315,5348665
605,315,5348690
609,312,5348698
609,313,5348709
609,315,5348721
609,315,5348732
608,314,5348742
608,313,5348754
606,314,5348767
607,316,5348775
604,317,5348787
605,323,5348799
609,332,5348809
615,350,5348821
622,372,5348831
629,396,5348846
630,399,5348854
632,407,5348865
633,408,5348876
633,408,5348887
635,407,5348898
636,406,5348923
636,405,5348932
636,406,5348942
635,404,5348955
635,402,5348965
636,401,5348976
637,399,5348987
644,400,5349002
