X Gaze Data, Y Gaze Data, Time 
(0, 0), 1920 x 1080
855,70,10581378
843,97,10581385
826,134,10581410
-25,988,10581497
-186,1145,10581507
-186,1145,10581518
-94,1075,10581566
311,903,10581574
426,783,10581586
465,561,10581598
491,517,10581608
496,476,10581619
464,407,10581630
457,393,10581644
434,390,10581652
396,374,10581663
351,351,10581675
238,268,10581690
242,274,10581697
243,275,10581708
209,260,10581720
144,235,10581731
130,230,10581742
120,222,10581767
122,225,10581775
120,226,10581786
120,232,10581798
127,239,10581808
130,245,10581819
139,264,10581830
139,273,10581844
134,271,10581852
134,266,10581864
134,258,10581890
133,234,10581897
130,223,10581908
126,216,10581921
123,213,10581930
126,206,10581942
126,204,10581967
125,197,10581975
127,198,10581986
125,194,10581998
126,195,10582008
126,196,10582019
102,183,10582046
85,175,10582052
81,172,10582064
78,171,10582076
74,168,10582086
72,166,10582097
56,155,10582123
45,141,10582130
44,139,10582141
40,139,10582154
38,141,10582164
34,141,10582175
34,141,10582185
33,141,10582197
36,140,10582208
41,139,10582218
45,137,10582231
44,133,10582241
41,136,10582251
40,135,10582278
41,135,10582285
47,137,10582297
50,140,10582309
45,138,10582318
45,136,10582330
43,130,10582341
42,132,10582355
43,132,10582363
42,134,10582374
41,134,10582386
34,129,10582401
33,128,10582408
35,126,10582418
33,125,10582431
33,128,10582441
36,131,10582452
37,131,10582477
38,130,10582478
39,127,10582485
41,126,10582497
40,126,10582509
41,126,10582518
39,125,10582530
39,125,10582556
49,126,10582563
63,129,10582575
79,134,10582588
93,141,10582597
95,141,10582608
97,140,10582619
100,139,10582630
105,138,10582641
107,132,10582652
109,130,10582665
108,128,10582674
106,128,10582685
106,129,10582697
106,133,10582708
105,134,10582718
104,132,10582730
103,133,10582743
101,131,10582752
102,133,10582763
103,133,10582790
104,135,10582796
103,133,10582807
103,134,10582821
103,136,10582830
105,139,10582841
106,141,10582867
112,155,10582874
111,156,10582885
111,158,10582898
115,157,10582907
114,159,10582918
116,158,10582930
141,171,10582941
164,184,10582951
364,368,10582977
392,409,10582978
360,382,10582984
370,409,10582996
381,436,10583008
395,470,10583018
404,493,10583030
461,578,10583054
480,719,10583063
482,722,10583074
484,724,10583086
482,738,10583096
480,750,10583107
487,763,10583133
490,767,10583140
489,772,10583151
485,774,10583165
487,780,10583174
521,771,10583184
532,779,10583197
616,890,10583206
688,1008,10583217
705,1036,10583243
743,1096,10583250
748,1104,10583262
765,1138,10583274
757,1122,10583284
755,1124,10583295
759,1125,10583320
765,1112,10583329
766,1101,10583339
769,1100,10583351
772,1099,10583362
776,1096,10583373
763,1096,10583384
761,1097,10583397
754,1117,10583406
756,1118,10583417
751,1140,10583443
732,1165,10583450
734,1163,10583462
735,1164,10583474
737,1166,10583483
737,1166,10583495
735,1169,10583522
748,1126,10583529
753,1115,10583540
754,1118,10583553
752,1125,10583562
755,1127,10583573
755,1124,10583583
755,1109,10583598
754,1093,10583606
730,1034,10583616
393,307,10583716
358,247,10583728
348,248,10583740
337,213,10583754
338,218,10583762
339,217,10583773
340,215,10583786
341,214,10583795
326,202,10583806
324,200,10583817
232,144,10583832
227,141,10583840
238,147,10583850
232,145,10583864
224,140,10583873
209,134,10583884
208,139,10583911
193,178,10583917
192,183,10583929
190,183,10583942
189,185,10583950
188,186,10583962
188,184,10583988
181,170,10583995
180,167,10584006
179,164,10584019
176,158,10584028
178,160,10584039
177,164,10584050
177,174,10584061
176,171,10584072
178,162,10584083
202,164,10584096
211,168,10584106
205,166,10584117
205,163,10584143
219,152,10584150
218,158,10584162
220,159,10584173
219,161,10584183
218,167,10584195
219,161,10584206
217,162,10584220
199,171,10584228
194,173,10584238
167,174,10584251
427,1225,10584383
381,1233,10584395
389,1246,10584421
528,1133,10584428
605,1029,10584439
622,999,10584452
629,987,10584462
637,978,10584473
641,974,10584483
664,954,10584499
673,949,10584506
679,958,10584517
673,957,10584531
670,948,10584539
670,947,10584550
672,947,10584562
675,948,10584572
676,947,10584583
675,941,10584595
671,929,10584609
670,927,10584617
670,929,10584628
669,931,10584640
667,935,10584650
666,934,10584662
664,933,10584673
663,931,10584686
661,929,10584695
659,927,10584706
662,932,10584718
