X Gaze Data, Y Gaze Data, Time 
(0, 0), 1920 x 1080
805,993,5599386
804,994,5599394
804,994,5599405
803,993,5599417
803,993,5599427
803,992,5599439
803,991,5599465
803,995,5599472
803,996,5599483
803,998,5599497
802,1002,5599505
800,1006,5599516
798,1004,5599529
797,1006,5599539
800,1002,5599550
806,981,5599561
814,953,5599572
828,896,5599583
836,806,5599594
839,699,5599608
839,681,5599616
841,652,5599627
842,630,5599639
844,506,5599654
839,491,5599660
837,490,5599672
837,499,5599685
842,485,5599694
839,498,5599705
840,500,5599732
840,504,5599738
839,505,5599750
839,511,5599762
839,513,5599772
839,516,5599783
840,517,5599809
842,523,5599816
842,523,5599827
839,524,5599839
838,519,5599850
836,513,5599861
831,498,5599872
790,363,5599885
698,77,5599894
697,71,5599905
697,71,5599916
695,69,5599932
690,54,5599939
689,54,5599950
687,57,5599964
688,58,5599972
687,57,5599983
688,57,5599996
691,61,5600005
692,61,5600016
689,63,5600027
688,62,5600038
688,61,5600049
689,63,5600075
688,62,5600083
687,61,5600094
685,58,5600106
683,57,5600116
678,57,5600127
658,52,5600138
655,52,5600152
653,51,5600160
652,50,5600171
650,50,5600183
646,47,5600198
649,48,5600205
649,47,5600216
646,44,5600229
645,40,5600238
645,40,5600250
644,38,5600275
644,44,5600283
643,46,5600294
643,46,5600307
639,42,5600316
638,41,5600327
638,43,5600353
634,48,5600360
633,48,5600371
631,48,5600384
630,48,5600393
630,47,5600405
629,44,5600431
629,39,5600438
630,39,5600449
632,41,5600462
636,48,5600472
635,50,5600483
635,52,5600493
635,52,5600508
634,53,5600516
634,53,5600527
631,52,5600540
629,50,5600549
628,48,5600560
628,46,5600572
628,46,5600582
628,44,5600593
630,46,5600619
630,50,5600627
630,51,5600638
632,53,5600650
634,54,5600660
635,54,5600671
635,54,5600697
636,54,5600704
636,54,5600715
637,55,5600729
638,55,5600738
637,55,5600749
632,55,5600775
629,55,5600782
629,53,5600793
630,54,5600806
629,53,5600815
634,54,5600826
636,52,5600853
638,51,5600860
639,50,5600871
639,50,5600884
639,56,5600893
639,55,5600904
638,56,5600931
643,55,5600938
648,55,5600949
666,50,5600962
671,50,5600971
676,50,5600982
677,51,5601008
680,41,5601016
680,40,5601026
681,37,5601039
681,39,5601049
681,39,5601059
681,37,5601085
683,39,5601093
683,40,5601105
683,40,5601116
683,40,5601126
683,40,5601138
682,42,5601163
682,43,5601171
684,54,5601182
685,55,5601194
683,50,5601204
684,54,5601215
684,54,5601241
688,56,5601249
688,55,5601259
688,56,5601272
686,56,5601282
686,58,5601293
682,60,5601319
657,67,5601326
651,70,5601338
640,71,5601350
633,70,5601359
629,71,5601371
623,71,5601397
624,74,5601404
624,75,5601415
624,75,5601429
625,76,5601437
627,76,5601449
627,79,5601461
627,78,5601471
629,78,5601482
629,77,5601508
628,77,5601515
627,76,5601526
627,76,5601539
626,77,5601548
627,76,5601559
628,75,5601571
630,75,5601584
629,75,5601593
631,77,5601604
632,77,5601615
631,77,5601630
630,70,5601637
629,66,5601648
628,65,5601662
625,70,5601671
625,70,5601682
625,71,5601708
626,73,5601715
627,74,5601726
626,75,5601738
627,76,5601748
628,76,5601759
630,74,5601786
630,74,5601793
630,75,5601818
628,83,5601825
349,82,5601837
298,80,5601850
169,65,5601859
130,60,5601870
110,56,5601881
85,53,5601897
61,51,5601903
60,50,5601915
69,51,5601927
38,44,5601937
40,47,5601948
42,49,5601974
45,55,5601981
44,54,5601992
45,37,5602004
46,34,5602015
45,35,5602025
44,36,5602052
42,42,5602059
42,42,5602070
41,40,5602083
36,39,5602092
35,40,5602103
35,41,5602115
36,41,5602130
36,41,5602137
40,41,5602148
39,41,5602161
51,46,5602170
222,123,5602181
666,347,5602206
759,399,5602207
796,420,5602215
830,438,5602225
866,458,5602238
878,467,5602248
888,478,5602259
888,481,5602284
878,480,5602292
885,481,5602303
885,481,5602316
885,482,5602325
883,485,5602337
884,486,5602348
885,486,5602363
884,486,5602370
884,485,5602381
884,483,5602394
883,483,5602403
883,482,5602415
883,481,5602425
885,482,5602441
891,487,5602448
908,492,5602472
1049,531,5602481
1060,533,5602492
1072,536,5602518
1104,545,5602525
1114,549,5602537
1113,550,5602549
1113,551,5602558
1111,548,5602570
1110,548,5602596
1109,549,5602603
1108,550,5602614
1109,553,5602625
1109,553,5602637
1109,552,5602648
1109,549,5602672
1109,551,5602681
1108,550,5602692
1105,547,5602704
1104,548,5602714
1103,547,5602725
1103,545,5602751
1099,533,5602758
1093,520,5602770
1088,514,5602783
1086,511,5602792
1086,511,5602804
1085,511,5602830
1082,507,5602836
1084,509,5602861
1084,511,5602870
1084,512,5602881
1084,512,5602892
1084,512,5602903
1087,512,5602914
1088,513,5602925
1088,514,5602939
1083,518,5602948
1084,517,5602958
1084,516,5602970
1086,515,5602986
1085,517,5602991
1086,517,5603017
1085,516,5603025
1086,515,5603037
1088,513,5603048
1087,513,5603058
1086,513,5603070
1082,512,5603081
1082,512,5603096
1082,511,5603103
1084,512,5603114
1085,513,5603127
1083,517,5603136
1082,517,5603147
1082,518,5603158
1082,519,5603169
1081,518,5603180
1083,519,5603191
1080,519,5603205
1020,474,5603214
1021,475,5603224
742,199,5603237
721,173,5603247
714,163,5603258
706,153,5603283
692,140,5603291
667,116,5603303
662,103,5603315
662,105,5603325
662,104,5603336
666,106,5603347
667,106,5603361
666,107,5603369
665,108,5603381
666,117,5603392
667,127,5603403
674,142,5603414
717,270,5603440
782,867,5603447
783,878,5603458
783,893,5603470
785,922,5603480
783,952,5603491
781,1026,5603518
773,1030,5603524
772,1028,5603536
773,1029,5603548
768,1026,5603558
768,1027,5603569
768,1026,5603594
768,1023,5603602
769,1022,5603614
769,1022,5603626
772,1019,5603636
772,1019,5603647
773,1018,5603672
776,1016,5603680
776,1017,5603691
775,1018,5603703
773,1026,5603714
772,1027,5603724
759,1026,5603736
734,1019,5603750
721,1017,5603757
692,1018,5603769
683,1019,5603781
682,1024,5603791
676,1025,5603802
671,1027,5603829
675,1028,5603836
678,1030,5603847
679,1027,5603860
678,1026,5603869
672,1019,5603880
672,1019,5603891
672,1016,5603902
673,1013,5603914
673,1012,5603924
675,1013,5603938
678,1018,5603947
685,1029,5603958
690,1033,5603969
693,1037,5603980
695,1036,5603991
698,1039,5604016
700,1044,5604024
696,1047,5604036
697,1047,5604048
697,1048,5604057
698,1054,5604069
697,1051,5604094
698,1046,5604102
696,1049,5604114
694,1051,5604125
695,1049,5604135
696,1052,5604146
697,1052,5604172
699,1049,5604180
699,1055,5604190
697,1054,5604203
698,1054,5604213
697,1053,5604224
699,1048,5604250
697,1051,5604257
697,1051,5604269
698,1050,5604281
697,1048,5604290
695,1047,5604302
698,1045,5604313
694,1047,5604327
673,1060,5604335
565,1136,5604346
503,1135,5604358
464,1131,5604368
439,1129,5604380
419,1127,5604405
296,1114,5604413
174,1085,5604424
96,1065,5604436
98,1066,5604447
99,1064,5604457
100,1064,5604468
114,1063,5604482
146,1052,5604490
178,1047,5604502
497,970,5604514
558,955,5604523
579,950,5604535
601,943,5604560
675,923,5604568
701,914,5604580
704,915,5604592
701,917,5604602
700,921,5604613
700,924,5604639
699,927,5604646
700,927,5604657
700,926,5604671
700,924,5604680
699,924,5604690
699,922,5604702
702,924,5604713
702,925,5604723
698,920,5604735
697,923,5604749
692,929,5604757
670,929,5604768
636,925,5604780
625,924,5604790
575,914,5604802
572,911,5604827
568,906,5604835
562,903,5604846
560,901,5604857
559,899,5604868
561,899,5604879
561,900,5604904
565,897,5604913
563,895,5604923
560,893,5604935
560,893,5604946
563,890,5604956
564,889,5604968
563,884,5604983
561,881,5604990
558,878,5605001
562,881,5605014
566,890,5605023
569,891,5605034
571,895,5605061
570,890,5605068
572,895,5605079
569,891,5605092
566,885,5605101
563,881,5605112
562,878,5605123
562,877,5605135
562,868,5605146
559,849,5605156
562,822,5605169
590,391,5605180
598,280,5605190
599,272,5605216
601,261,5605223
603,237,5605234
604,224,5605261
605,234,5605267
605,231,5605293
603,226,5605301
602,227,5605312
602,226,5605323
603,226,5605334
605,233,5605346
607,255,5605370
605,315,5605379
604,326,5605390
603,344,5605416
598,383,5605423
599,385,5605434
599,384,5605446
603,379,5605456
602,373,5605468
601,373,5605493
604,371,5605501
605,371,5605512
613,379,5605524
615,384,5605534
615,411,5605546
617,460,5605570
618,477,5605579
618,480,5605589
619,486,5605616
619,514,5605623
619,513,5605634
621,513,5605648
621,510,5605657
621,503,5605668
619,501,5605679
618,497,5605689
617,495,5605701
616,494,5605712
616,494,5605726
616,497,5605734
616,497,5605746
620,485,5605758
625,460,5605768
630,428,5605779
633,410,5605804
642,387,5605812
646,374,5605823
649,369,5605835
646,369,5605845
647,367,5605856
646,367,5605882
649,368,5605889
648,368,5605901
650,367,5605913
651,366,5605923
650,364,5605934
649,362,5605945
647,356,5605960
643,353,5605968
641,353,5605979
638,352,5605992
638,352,5606001
636,352,5606012
637,352,5606038
638,355,5606045
638,356,5606056
638,356,5606069
637,354,5606079
634,353,5606089
634,353,5606101
635,354,5606116
636,354,5606123
639,353,5606134
639,351,5606148
640,347,5606156
640,346,5606167
