X Gaze Data, Y Gaze Data, Time 
(0, 0), 1920 x 1080
1110,925,17151081
1154,920,17151093
1154,920,17151106
1154,916,17151115
1146,859,17151126
1133,861,17151137
1123,836,17151148
1120,820,17151159
1119,809,17151170
1121,837,17151185
1096,827,17151193
1028,834,17151205
1031,856,17151230
1092,832,17151237
45,1239,17158788
252,1324,17158800
252,1324,17158827
458,1171,17158835
464,1165,17158845
709,885,17158859
829,759,17158867
846,767,17158878
861,748,17158891
887,736,17158901
895,721,17158912
878,579,17158939
875,573,17158946
877,557,17158971
880,545,17158979
877,543,17158990
881,539,17159003
883,535,17159013
883,534,17159024
862,539,17159050
861,534,17159057
856,518,17159068
855,516,17159082
854,519,17159090
852,527,17159101
851,532,17159114
849,538,17159123
819,548,17159135
803,554,17159146
755,561,17159162
728,567,17159168
721,568,17159194
712,568,17159202
706,569,17159213
701,570,17159226
702,567,17159235
706,562,17159246
702,558,17159258
695,571,17159267
686,583,17159279
639,654,17159290
641,664,17159300
654,696,17159312
247,856,17159459
247,856,17159471
247,856,17159498
566,593,17159505
607,558,17159530
538,553,17159539
549,552,17159549
538,556,17159562
607,474,17159605
611,470,17159615
624,459,17159642
639,446,17159649
643,438,17159674
568,534,17159715
577,484,17159726
584,460,17159754
595,444,17159761
619,409,17159786
617,415,17159793
600,435,17159804
641,425,17159864
858,283,17159872
816,271,17159882
833,245,17159896
499,44,17160262
417,14,17160273
417,14,17160284
404,9,17160310
317,-162,17161588
317,-162,17161600
406,-171,17161612
542,-184,17161622
540,-184,17161634
515,-181,17161660
491,-174,17161666
490,-173,17161692
469,-153,17161700
501,-146,17161710
477,-148,17161724
408,-126,17161733
411,-125,17161744
394,-112,17161756
403,-104,17161766
400,-89,17161777
402,-75,17161804
362,-61,17161811
385,-59,17161836
520,0,17161844
537,12,17161855
579,45,17161868
557,50,17161877
550,83,17161888
513,122,17161900
523,125,17161911
523,126,17161922
543,126,17161948
558,139,17161955
554,162,17161966
559,166,17161980
567,180,17161988
572,188,17162000
575,195,17162012
579,206,17162021
581,209,17162033
585,219,17162060
587,239,17162066
586,255,17162078
588,260,17162092
590,271,17162100
590,280,17162111
590,285,17162124
590,287,17162133
591,289,17162145
591,291,17162170
591,301,17162171
591,304,17162178
590,304,17162202
590,305,17162211
591,306,17162222
590,307,17162234
592,308,17162244
592,308,17162255
591,308,17162266
590,318,17162282
586,345,17162287
542,391,17162298
345,626,17162399
345,626,17162410
345,626,17162421
358,604,17162433
624,397,17162458
620,383,17162466
629,340,17162478
633,327,17162490
635,319,17162500
641,312,17162511
647,304,17162522
654,315,17162533
652,306,17162544
652,305,17162570
648,312,17162577
646,318,17162602
647,324,17162611
647,325,17162621
647,323,17162634
647,325,17162644
647,326,17162654
649,332,17162682
651,338,17162688
652,339,17162714
654,345,17162721
655,349,17162733
656,352,17162746
656,353,17162754
654,356,17162766
654,356,17162778
656,356,17162788
656,356,17162799
656,357,17162826
612,358,17162833
606,359,17162844
602,359,17162858
600,360,17162866
598,359,17162877
597,360,17162890
596,360,17162900
597,363,17162911
597,365,17162922
597,365,17162933
598,365,17162944
600,362,17162970
601,362,17162978
601,363,17163002
603,366,17163011
603,366,17163021
604,366,17163034
604,366,17163044
604,365,17163054
606,365,17163066
607,366,17163082
607,366,17163088
607,366,17163114
605,369,17163121
605,369,17163133
604,369,17163146
601,366,17163154
601,366,17163166
600,365,17163178
599,364,17163187
599,365,17163199
600,364,17163226
600,361,17163233
600,362,17163258
602,363,17163266
602,363,17163277
604,357,17163290
603,358,17163299
602,358,17163311
601,359,17163322
601,359,17163332
603,360,17163344
603,360,17163370
604,362,17163377
605,361,17163402
608,372,17163409
608,389,17163420
606,418,17163434
606,422,17163443
607,424,17163453
604,428,17163466
602,432,17163476
601,428,17163486
592,399,17163514
583,381,17163521
591,375,17163532
592,373,17163546
593,369,17163553
593,362,17163565
597,359,17163578
597,361,17163587
601,360,17163599
601,360,17163610
599,359,17163620
598,358,17163658
602,358,17163665
606,360,17163676
603,357,17163690
600,362,17163699
601,364,17163710
605,362,17163722
607,363,17163731
607,362,17163743
608,367,17163754
607,367,17163766
606,369,17163777
606,369,17163801
605,373,17163802
606,373,17163810
606,373,17163820
607,373,17163833
609,373,17163843
609,372,17163854
610,373,17163881
609,373,17163887
608,373,17163913
608,374,17163920
607,375,17163945
610,387,17163952
386,853,17163964
416,661,17164089
530,570,17164098
557,493,17164109
563,486,17164121
583,450,17164132
608,431,17164143
621,410,17164169
627,403,17164176
628,401,17164201
615,399,17164209
618,398,17164220
623,396,17164233
628,396,17164243
627,394,17164253
626,394,17164265
627,392,17164277
626,390,17164287
624,387,17164312
621,385,17164320
621,385,17164332
620,385,17164344
619,386,17164354
618,386,17164365
617,384,17164376
618,384,17164390
619,383,17164399
620,383,17164410
620,383,17164422
619,384,17164432
620,384,17164443
622,384,17164454
623,384,17164465
622,384,17164476
619,381,17164502
620,380,17164510
620,379,17164520
621,378,17164534
622,378,17164543
622,380,17164553
622,384,17164566
630,431,17164576
631,453,17164586
633,465,17164614
625,470,17164620
622,472,17164632
624,477,17164646
630,475,17164653
639,482,17164665
641,484,17164678
644,484,17164686
645,485,17164698
645,486,17164710
635,491,17164720
635,493,17164731
638,495,17164757
637,495,17164758
636,495,17164765
636,495,17164776
636,499,17164789
637,498,17164798
637,497,17164809
634,495,17164821
632,494,17164831
631,495,17164843
632,493,17164868
633,489,17164876
633,481,17164900
646,402,17164909
646,401,17164919
645,401,17164932
645,399,17164942
644,398,17164953
641,388,17164980
629,385,17164986
632,389,17165012
636,389,17165019
634,390,17165031
634,391,17165044
634,391,17165053
634,390,17165065
634,390,17165076
633,385,17165086
631,380,17165098
630,378,17165124
624,373,17165131
613,375,17165143
609,376,17165156
608,375,17165165
608,374,17165176
604,374,17165188
603,374,17165198
602,373,17165209
601,370,17165220
601,369,17165231
602,367,17165243
603,367,17165266
603,366,17165276
604,364,17165285
612,360,17165298
688,477,17165437
688,477,17165446
688,467,17165457
689,454,17165469
692,445,17165480
701,418,17165490
701,421,17165516
696,404,17165524
697,400,17165536
701,395,17165548
704,387,17165557
709,386,17165569
711,385,17165595
709,385,17165602
701,384,17165627
695,382,17165636
690,383,17165647
688,383,17165659
689,385,17165669
689,384,17165680
689,384,17165691
689,384,17165702
690,385,17165714
692,384,17165723
692,384,17165739
693,386,17165746
694,386,17165771
693,391,17165780
691,391,17165790
679,388,17165803
679,386,17165813
679,385,17165823
669,382,17165851
653,378,17165857
647,378,17165869
640,377,17165882
636,378,17165890
625,387,17165902
624,387,17165914
624,388,17165923
623,385,17165935
623,384,17165962
623,386,17165968
624,384,17165994
625,385,17166002
624,384,17166013
624,385,17166026
623,385,17166035
622,385,17166046
622,384,17166057
622,383,17166069
622,383,17166080
622,381,17166105
622,381,17166113
621,381,17166123
621,380,17166137
620,381,17166146
619,384,17166157
620,386,17166169
620,387,17166180
618,387,17166190
617,386,17166217
634,401,17166223
661,419,17166235
775,481,17166249
932,566,17166256
949,577,17166268
969,591,17166281
988,603,17166290
1005,613,17166301
1054,640,17166313
1126,692,17166323
1147,706,17166335
1151,706,17166361
1155,700,17166368
1161,700,17166379
1167,701,17166393
1170,700,17166401
1167,701,17166412
1164,701,17166425
1164,701,17166435
1156,707,17166446
1158,705,17166457
1132,752,17166468
1130,757,17166479
1122,762,17166505
1117,768,17166512
1116,769,17166523
1116,770,17166537
1113,773,17166545
1111,774,17166556
1111,778,17166569
1110,778,17166579
1111,779,17166590
1113,780,17166617
1117,779,17166623
1119,779,17166635
1120,779,17166649
1121,778,17166656
1121,777,17166668
1120,775,17166681
1120,775,17166689
1119,777,17166702
1119,776,17166712
1116,776,17166723
1116,777,17166735
1115,777,17166760
1114,780,17166768
1114,780,17166779
