X Gaze Data, Y Gaze Data, Time 
(0, 0), 1920 x 1080
806,1028,20519730
810,1029,20519736
811,1031,20519762
811,1030,20519770
811,1030,20519781
811,1030,20519794
810,1029,20519803
810,1029,20519815
811,1024,20519826
811,1024,20519836
809,1026,20519848
806,1026,20519873
807,1025,20519881
807,1025,20519892
807,1025,20519905
809,1023,20519915
809,1023,20519925
809,1023,20519937
809,1024,20519948
809,1023,20519958
809,1023,20519984
812,1024,20519992
811,1024,20520003
811,1024,20520016
809,1025,20520025
808,1026,20520037
808,1027,20520048
808,1027,20520064
809,1026,20520070
809,1025,20520081
809,1025,20520095
810,1025,20520103
811,1026,20520114
810,1026,20520125
810,1026,20520136
811,1026,20520148
800,1019,20520172
791,997,20520181
766,875,20520192
695,425,20520203
680,358,20520215
673,315,20520225
670,297,20520251
663,238,20520258
661,227,20520270
656,190,20520283
651,153,20520292
649,148,20520303
650,145,20520329
648,147,20520336
647,147,20520348
648,148,20520361
648,145,20520370
647,137,20520381
648,120,20520392
648,117,20520403
648,115,20520414
649,103,20520440
650,100,20520448
651,100,20520458
651,99,20520470
650,97,20520486
650,96,20520491
650,94,20520517
651,93,20520525
650,93,20520537
650,96,20520549
651,98,20520558
651,99,20520570
653,104,20520581
652,104,20520597
653,105,20520603
652,104,20520628
647,97,20520636
645,96,20520647
644,96,20520659
642,94,20520670
641,93,20520681
640,93,20520706
643,93,20520714
644,94,20520725
644,95,20520737
643,96,20520747
642,96,20520758
638,97,20520784
639,97,20520791
638,98,20520802
638,98,20520816
639,96,20520824
639,95,20520836
641,94,20520862
644,91,20520869
644,92,20520880
645,93,20520893
646,95,20520902
645,97,20520913
645,97,20520939
645,99,20520947
644,98,20520957
642,96,20520970
641,97,20520980
640,98,20520991
639,98,20521002
640,99,20521016
640,99,20521024
640,98,20521035
638,100,20521048
638,100,20521057
638,101,20521069
643,101,20521080
646,100,20521094
647,99,20521102
648,97,20521114
648,95,20521125
649,94,20521136
651,93,20521147
651,93,20521157
651,94,20521171
648,94,20521180
646,94,20521191
645,93,20521203
646,93,20521213
646,93,20521224
646,94,20521236
647,94,20521249
649,92,20521257
649,92,20521269
650,91,20521281
650,91,20521291
651,91,20521302
651,91,20521329
651,91,20521335
648,91,20521347
646,92,20521361
646,92,20521369
647,93,20521380
648,94,20521392
649,94,20521402
649,94,20521413
649,92,20521439
647,91,20521447
645,91,20521457
645,91,20521471
645,90,20521480
646,88,20521491
649,91,20521518
667,107,20521524
895,392,20521535
942,458,20521549
950,469,20521557
957,479,20521569
964,491,20521580
984,521,20521595
986,529,20521602
988,535,20521613
986,536,20521626
986,536,20521635
985,536,20521647
987,537,20521657
993,526,20521669
993,525,20521680
996,522,20521690
997,521,20521704
1001,517,20521713
1001,517,20521724
1001,517,20521736
1001,517,20521746
1002,517,20521757
1002,518,20521783
1001,520,20521790
1002,520,20521801
1003,521,20521815
1004,522,20521824
1003,522,20521835
1002,520,20521847
974,485,20521857
717,143,20521868
710,134,20521895
701,121,20521902
693,111,20521913
693,111,20521925
693,110,20521935
693,110,20521946
693,109,20521972
692,109,20521980
694,111,20521990
695,112,20522004
695,112,20522013
692,110,20522024
686,105,20522035
674,93,20522047
670,88,20522057
667,85,20522068
662,81,20522082
660,79,20522090
658,76,20522102
659,76,20522114
658,76,20522123
658,76,20522135
658,76,20522161
658,80,20522168
658,81,20522180
658,82,20522193
655,83,20522201
655,83,20522213
655,81,20522225
652,82,20522235
649,83,20522246
