area,duration,dispersion
Feedback,3820,113.01917733041789
Questions,0,0.0
Feedback,0,0.0
Answers,505,38.88067772804013
Questions,2153,209.1409614806674
Answers,186,39.75466757187136
Questions,3063,162.28921569882385
Answers,10,19.50640920313116
Questions,6639,151.17597715045127
Answers,2339,29.20701579193631
Questions,557,42.70908758766557
Answers,1021,34.30084688292423
Questions,3365,163.11690316816816
Answers,2687,53.624975883899
Questions,477,78.05246180342589
Answers,764,37.34573712798628
Questions,166,9.624797075782949
Feedback,455,136.69239786597143
Answers,522,24.771793978991877
Feedback,3516,196.42199723247896
Answers,921,18.499697611809633
Feedback,11636,154.0077747098081
Answers,448,46.827122608214
Questions,1645,107.44196134048063
Answers,1011,49.35375930050576
Questions,1223,208.953046878958
Answers,55,11.42628548566856
Questions,1253,162.69096619261975
Answers,480,32.25399273874042
Questions,3109,133.67678326953256
Answers,11,10.307764064044152
Questions,1087,90.9145529532941
Feedback,1391,107.42614744638482
Answers,320,6.34529393346288
Feedback,1579,114.92593000604825
Questions,1545,76.9106282125556
Answers,112,18.21476812308567
Questions,9637,188.02736872669212
Answers,22,5.734883511361751
Questions,1498,169.9567813298428
Answers,4349,61.49416923967207
Questions,176,4.996874022826671
Answers,456,16.32817733245202
Questions,123,3.160080870976423
Answers,1897,38.395629634113305
Questions,988,70.35740472113062
Answers,3330,61.1705866072409
Questions,777,60.271614012081194
Answers,11,50.42072986381692
Feedback,25745,179.85268511927302
Answers,189,26.70549744434655
Questions,645,62.09065020600629
Feedback,445,110.37178333050325
Answers,31,12.20143434191243
Questions,11359,189.94377715176384
Answers,56,16.816658407662324
Questions,115,14.675081760976939
Answers,182,3.527668414752788
Questions,3708,127.26773683872186
Answers,900,28.267511880311986
Questions,302,92.15792604726592
Answers,220,36.04705258408792
Feedback,19945,175.43417926624062
Questions,1831,87.85408268117082
Feedback,241,146.1136295619412
Answers,0,0.0
Feedback,2198,257.982375604321
Answers,66,12.970050972229146
Feedback,4378,169.93619282070213
Answers,171,24.94412122471885
Questions,1410,34.659053651246744
Feedback,13,54.82928049865327
