area,duration,dispersion
Questions,22,32.28690825155677
Answers,314,40.31416624463416
Questions,122,12.041594578792296
Answers,44,26.167154984827828
Feedback,268,44.25180473406957
Questions,5675,26.70641568778725
Answers,677,15.689351172937728
Questions,7621,225.43503218292395
Answers,600,39.68239170688316
Questions,6329,192.90272223068135
Answers,344,18.161319652219856
Questions,77,4.209364560120684
Answers,40,7.456540752922899
Questions,143,11.389292178680856
Feedback,56,59.82381539896038
Questions,1757,82.99692399712573
Feedback,34,63.6857519387186
Questions,222,2.348468888967657
Answers,2686,41.193564087393824
Questions,189,11.966793733040399
Answers,77,19.742216239338894
Feedback,169,49.09488458391253
Answers,400,11.424227579077144
Feedback,11693,194.42518368319713
Answers,2380,31.857889500982186
Feedback,33,0.6123724356957945
Answers,5342,28.17821421288434
Feedback,11843,200.82529004815936
Questions,381,79.02759011889455
Feedback,47,14.72667647502314
Questions,1331,32.3219720398247
Feedback,568,56.9139112100456
Questions,1710,21.404823202791636
Answers,446,14.608635969794001
Questions,6929,212.35586368226117
Answers,3627,52.54119420652674
Feedback,0,0.0
Answers,1358,44.56192553178769
Questions,642,47.955233945940854
Answers,489,47.720090904801715
Questions,540,81.62648870166899
Feedback,46,102.29583324847596
Questions,2775,177.9028513493599
Answers,1241,53.10264565025634
Questions,1032,64.26759072794938
Answers,177,27.378012264508094
Feedback,46,225.94440687921443
Answers,13,5.1478150704935
Questions,545,26.863597907986627
Answers,467,16.218558389413822
Feedback,25,1.247219128924647
Answers,408,9.569555313016842
Questions,2121,84.03678279160246
Answers,222,11.592562270697535
Questions,433,66.64813483925127
Answers,2701,20.117528520364253
Feedback,13016,187.1084525403067
Questions,248,27.59176608257535
Answers,103,2.9047375096555625
Questions,1055,91.60044502580553
Feedback,20,50.07106061500107
Questions,2731,123.93275620329628
Answers,37,19.83823468848868
Questions,77,2.040408122440814
Answers,58,0.9797958971132713
Questions,33,0.82915619758885
Answers,7,2.5
Questions,517,43.96691006455557
Feedback,216,59.912175306860625
Answers,78,33.186547557338805
Questions,1910,169.28334537534445
Answers,1066,57.48906046251064
Questions,33,0.6614378277661477
Answers,100,1.9691498217271746
Feedback,45,85.78344828695103
Questions,155,15.708890182607767
Answers,2143,30.41051791732591
Questions,8,1.0
Answers,100,1.5491933384829668
Questions,1653,107.5630661640944
Feedback,56,76.2335592475883
Questions,6340,123.25951852079817
Answers,1432,12.01764504680341
Feedback,67,40.44093702864836
Questions,1714,175.74362659777353
Answers,622,2.772434044760014
Questions,2238,171.36363465224238
Answers,134,1.6992863103365015
Questions,12,0.7071067811865476
Answers,3020,43.811787305092295
Feedback,3760,148.7284364417217
Questions,0,0.0
Feedback,6873,234.81992946871097
