area,duration,dispersion
Feedback,253,67.98699221991741
Answers,1,53.27522876534647
Feedback,724,20.979093846656752
Questions,0,0.0
Answers,0,0.0
Questions,189,21.341040274550814
Answers,851,24.71147857517446
Questions,9337,204.04319031220376
Answers,537,35.17512224502911
Questions,356,6.099271359032249
Answers,589,25.94056283121089
Questions,192,23.00183567553782
Answers,1147,35.04972328696868
Questions,3897,230.96882016303485
Answers,688,37.29712589463161
Questions,2200,165.70531145872192
Answers,6772,47.1329866826412
Feedback,21318,205.33264655223144
Answers,721,17.884282334793117
Feedback,855,20.669461363574072
Answers,68,24.832500100160875
Questions,122,2.204792759220492
Answers,6096,46.58596758717219
Questions,10,0.5
Answers,212,6.1415592482691235
Questions,136,5.353611587031075
Answers,156,2.4094720491334933
Questions,500,14.630406026074779
Feedback,11466,192.74680221307221
Questions,5422,206.47707853515726
Answers,0,0.0
Feedback,4800,186.97408116058074
Questions,533,296.4730173219816
Feedback,4086,91.5221226963505
Questions,1409,98.62603635581722
Answers,400,45.74297760312505
Questions,12214,217.85843606301574
Answers,1115,57.464839870664036
Questions,7231,214.24969935485112
Answers,300,9.423390889588962
Questions,5852,196.5713786978123
Answers,1011,48.99828816104367
Questions,1479,54.09725832452504
Answers,4951,46.42548121845652
Questions,1599,99.05909860830475
Answers,2773,22.58174733547409
Feedback,18885,194.8096728886368
Answers,9482,14.375910256287895
Feedback,17553,208.03020884023616
Answers,198,23.51573131708139
Feedback,131,166.13304156608945
Questions,15500,204.50502150054467
Answers,1925,44.21964761573381
Questions,1369,92.0608453866646
Answers,1043,42.92979477717778
Questions,775,57.63057620403834
Answers,2857,20.78783913867343
Feedback,11092,190.11254952518672
Questions,0,0.0
Feedback,9226,207.4986478595192
Answers,71,16.898389140848767
Questions,22,1.3333333333333335
Answers,113,18.2923310433635
Feedback,2232,145.0278336482317
Answers,212,20.446029527925226
