area,duration,dispersion
Feedback,155,51.06533696210428
Answers,0,0.0
Feedback,3287,81.37608482795346
Answers,0,0.0
Questions,6645,235.7646560930013
Answers,9,1.118033988749895
Questions,104,11.59404480757255
Answers,25,3.5355339059327378
Feedback,23,4.2946995755750415
Answers,72,12.112803143781376
Questions,2700,165.15915638793845
Answers,2265,36.59655872273041
Feedback,31,40.03357965508455
Answers,485,22.40139471566671
Questions,2430,44.35882633542292
Answers,113,43.87877549311865
Questions,99,12.20706130397535
Answers,13,1.118033988749895
Questions,33,1.1547005383792515
Answers,393,27.570686127915163
Questions,6285,118.03880096639384
Answers,2122,46.67657519191055
Questions,755,98.18727124416382
Answers,856,34.72232681343292
Questions,90,15.923155309171609
Answers,3076,63.17717607574969
Feedback,7817,197.8356718762483
Answers,616,15.51646867041596
Feedback,12003,182.25644089209663
Answers,2844,25.74095891942668
Feedback,778,90.41057472156879
Questions,567,34.76907949441413
Feedback,1566,137.1585056803747
Answers,77,21.75372358461692
Feedback,3221,89.62374229711268
Questions,1246,124.40870032499049
Feedback,785,85.03511039564776
Questions,1307,130.14895312679238
Feedback,122,148.22944020048365
Answers,22,13.531855420122959
Questions,429,19.872603750875193
Answers,322,5.139880090716006
Questions,45,2.1354156504062622
Answers,120,37.07045656584229
Questions,623,26.963329648120006
Answers,5994,67.04568447950496
Feedback,33,15.714245129817723
Answers,3912,37.7346456979807
Feedback,910,14.705441169852742
Answers,0,0.0
Feedback,244,18.251642363896785
Answers,5085,60.00505122944009
Feedback,34041,187.03973604572735
Answers,1858,63.75581770822034
Questions,547,9.356528133491489
Answers,256,10.462978682119845
Feedback,1573,81.18374221480555
Answers,19286,52.07953871652257
Feedback,0,0.0
Answers,844,43.495515110304694
Feedback,19,2.8674417556808756
Answers,2825,22.838242185475856
Feedback,8030,178.2608545054039
Answers,233,5.815066637623339
Feedback,1073,77.26455263411547
Answers,447,15.923805059330753
Feedback,8481,179.36447384499115
Answers,86,13.972629494837397
