area,duration,dispersion
Questions,33,29.04402788105595
Feedback,955,95.07751151644179
Answers,0,0.0
Feedback,2651,153.23589476504662
Answers,722,39.053171810151575
Questions,1784,100.43217485745272
Answers,3630,42.8371755987355
Questions,179,4.57916477100355
Answers,108,1.9324531042175384
Questions,40,6.6513156593263565
Answers,145,5.0573104402329205
Questions,929,101.64252744818381
Answers,2993,51.433578043582884
Questions,2010,122.77461520629271
Answers,112,8.860022573334675
Questions,1377,20.64666231694894
Answers,289,27.020170243727186
Feedback,34,130.2718311838749
Answers,2611,30.62244303453843
Questions,880,114.96642021815663
Answers,301,14.20298560162616
Questions,0,0.0
Answers,1655,39.47116303165525
Feedback,2609,72.22274497340196
Answers,287,11.816596144594447
Feedback,17821,186.99745948123999
Answers,2111,44.437360500647
Feedback,1078,81.93125129199238
Answers,3197,13.061498071205133
Feedback,15471,187.20605839573372
Answers,0,0.0
Questions,7363,171.63885955515823
Feedback,1687,211.23904594266747
Answers,66,2.185812841434
Feedback,399,34.410843340988976
Answers,388,5.325902212301687
Feedback,677,36.586097414256784
Answers,32,5.033222956847167
Feedback,836,50.21148036755089
Questions,508,47.08714565716638
Feedback,331,32.11314018109735
Questions,2239,76.48653602964498
Feedback,2576,158.12732575948993
Answers,376,18.695415338726765
Feedback,976,63.67450512999922
Questions,478,30.993779617852354
Feedback,1583,46.93645559900673
Answers,155,3.992978531249625
Questions,1761,19.77931125813419
Answers,1104,36.09609431353146
Questions,890,88.5134016320147
Answers,7037,53.263666846878785
Feedback,815,19.722205706357364
Answers,2819,24.22117307054914
Feedback,584,27.90922786463287
Answers,545,36.17278152778399
Feedback,45129,201.9908087129422
Answers,866,38.88275411554219
Feedback,3652,194.82835081598043
Questions,22,1.0540925533894598
Feedback,4535,38.784303812524755
Answers,1044,42.321048567580455
Feedback,11,97.24325169388362
Answers,3776,43.15645270815137
Questions,11,0.5
Answers,67,1.355261854357877
Questions,21,0.4714045207910317
Answers,8248,51.08757409743089
Feedback,156,25.563167948350134
Questions,1101,218.75374789033097
Answers,45,7.119515432949071
Questions,156,10.838614097547504
Answers,4542,37.359409245646184
Questions,0,0.0
Answers,12,2.5495097567963922
Questions,0,0.0
Answers,162,13.950069693175173
Feedback,763,24.399768688121476
Answers,11,0.0
Questions,168,3.652023837067452
Answers,466,31.0307264321347
Feedback,2254,48.68310224754011
Answers,226,1.5754346891679754
Feedback,4485,159.26213395004572
Answers,226,51.13417253762921
Feedback,18913,181.21195932253625
Answers,443,26.26487179303773
Questions,688,152.64838631277266
Answers,4878,33.76685825213468
Feedback,1498,142.90212276891455
Questions,289,3.555660573958413
Feedback,5038,65.00974926885966
Answers,311,18.361631732780737
Questions,0,0.0
Answers,0,0.0
Questions,1043,98.52241707685955
Feedback,4500,119.19007473701963
Questions,13,7.433034373659253
Feedback,6230,82.94425839080122
Answers,0,0.0
Questions,7,14.326548781894402
Feedback,110,12.710625476348518
