area,duration,dispersion
Feedback,178,50.04335897776824
Answers,800,49.58231868898504
Feedback,57,5.215361924162119
Answers,909,25.681741804469162
Feedback,454,205.63572060023245
Answers,2286,61.79639451456694
Feedback,46,67.92643079096678
Answers,4752,55.12200677897516
Feedback,377,211.50978438098056
Answers,3541,35.50655902119378
Feedback,7828,198.76080604514576
Answers,19,1.7638342073763935
Feedback,123,3.8116827805884776
Answers,589,67.8968217223752
Feedback,14534,175.25354831584502
Questions,200,104.18834422652257
Answers,413,42.87750539327119
Questions,6296,210.61300559512256
Feedback,4523,165.5943630390962
Answers,179,2.3105936412979697
Feedback,4375,79.55246135160921
Answers,869,15.470755982092129
Feedback,500,52.809717033439284
Answers,0,0.0
Questions,51,1.0954451150103324
Feedback,2455,146.85617405704005
Answers,343,12.334902579303318
Feedback,8213,189.9747182164244
Answers,2147,54.52433543847059
Questions,56,1.3266499161421599
Answers,13799,56.70975774639642
Feedback,23603,199.15479651370603
Questions,199,72.06384343666522
Feedback,468,119.14735859944395
Answers,855,46.62011829112275
Questions,234,7.303937294363907
Answers,4601,45.57024567096895
Questions,72,2.0949675149960894
Answers,1199,47.22785346232407
Questions,1065,57.8688448130771
Answers,656,37.522048614533354
Questions,1241,84.03960351332988
Answers,9601,45.99988915885739
Feedback,159,25.670649553930463
Answers,700,32.1568179296072
Questions,34,1.3919410907075054
Answers,499,48.82182110541743
Questions,1366,79.4665810262402
Answers,1944,59.955650714029375
Questions,0,0.0
Answers,2410,24.895362025800488
Feedback,4053,184.0054043056575
Answers,2135,51.143234401914576
Feedback,28591,189.99171987206864
