area,duration,dispersion
Feedback,0,0.0
Questions,12,10.547511554864494
Feedback,3216,118.31932311428348
Answers,0,0.0
Questions,0,0.0
Answers,8,7.211102550927978
Questions,2898,52.92762353755677
Feedback,0,0.0
Answers,0,0.0
Questions,12,19.00657780874821
Feedback,11,63.38966792782559
Questions,45,16.284578594486256
Feedback,208,18.81120665573783
Questions,0,0.0
Feedback,3442,194.01684680937532
Questions,22,16.34353422950835
Feedback,0,0.0
Answers,100,32.63604006479816
Questions,66,6.167723755692259
Answers,133,14.30010683720774
Questions,4091,111.02140813818885
Feedback,55,35.25462932564869
Questions,957,7.203713703657327
Answers,608,34.12411478023707
Feedback,27,71.16881339463234
Answers,291,21.24335190124195
Questions,180,10.105663978405598
Answers,10,40.577087130546964
Questions,933,92.48284822639539
Feedback,22,78.0085465403204
Questions,583,55.69976837950822
Answers,600,40.13419465053352
Questions,0,0.0
Answers,187,26.218573192431993
Feedback,42,25.97691282658507
Answers,198,27.721907494338367
Questions,162,36.07375161465128
Feedback,44,47.235447494440024
Questions,1507,89.84772643522057
Answers,986,31.01951612489849
Questions,1260,172.43202554603909
Answers,332,36.14169644914613
Questions,864,65.2956213574234
Answers,46,26.33320147646313
Feedback,46,71.08642627112435
Answers,111,47.66914208833653
Feedback,590,145.56234080876962
Answers,585,36.88572701789798
Questions,723,78.0461519928699
Answers,942,28.887121397866615
Questions,0,0.0
Answers,531,46.76592112985535
Feedback,0,0.0
Answers,770,19.597529150097653
Questions,169,6.685972047669825
Answers,374,10.880426162121948
Feedback,0,0.0
Answers,966,28.02088078687804
Feedback,1439,188.93021026197957
Answers,19,0.4714045207910317
Feedback,5703,181.27229001358754
Answers,4394,28.631487784373515
Feedback,1551,153.484527034999
Questions,0,0.0
Answers,104,38.74704289792104
Feedback,2055,165.59764455346823
Answers,26,26.9675731203236
Questions,312,45.003435108862895
Feedback,0,0.0
Questions,1208,104.26848357325748
Answers,287,33.36173269381153
Questions,345,40.33066344936713
Answers,267,27.98748618072101
Questions,1594,123.88616445620993
Answers,134,12.119486146056046
Questions,78,2.1759351731039738
Answers,247,34.593566508095115
Feedback,0,0.0
Answers,31,5.043560250458004
Questions,155,6.905961749988751
Answers,33,15.297058540778355
Questions,2025,202.95407340359318
Answers,544,43.19464014919151
Feedback,0,0.0
Questions,382,40.12996637406306
Answers,2060,50.730803059728586
Questions,598,148.91171209814226
Answers,499,22.823943523396295
Questions,757,123.0463008662298
Feedback,19,2.211083193570267
Answers,1658,30.350320733588514
Questions,34,2.436698586202241
Answers,325,10.110923263024462
Questions,3030,239.96431790208538
Answers,107,22.073740054644116
Questions,926,51.7331340202346
Answers,226,29.068374811832594
Questions,1166,133.7716752530221
Answers,479,43.3352483551208
Questions,1121,175.62815833459052
Answers,432,46.0835581952772
Feedback,26,26.879360111431225
Answers,10,10.111874208078342
Questions,102,1.9372884193514106
Answers,503,12.918097032289277
Questions,936,135.51128544783296
Answers,156,13.196736193235287
Questions,632,105.95610730816925
Answers,310,30.67689684436808
Feedback,332,25.649123786601525
Answers,145,17.44290979283033
Questions,2472,67.90621684863693
Feedback,0,0.0
Questions,3902,207.3498807154058
Answers,8,25.465663156493687
Feedback,45,48.647302083466045
Answers,559,63.13602794515473
Questions,2533,184.18264846023683
Answers,285,35.39592529907613
Questions,1075,84.0142618413232
Answers,58,16.477863939236784
Questions,954,182.14824384542658
Answers,222,48.54720408973876
Feedback,56,40.1088518908233
Answers,908,18.171724329214122
Feedback,46,58.56688484117966
Answers,714,27.838278003896402
Feedback,592,173.76803503521586
