area,duration,dispersion
Answers,33,64.05900058192881
Questions,2687,38.66028044324843
Answers,1032,15.534461888743992
Feedback,19,19.793377119071362
Answers,0,0.0
Questions,26,15.114378731672845
Feedback,33,18.01234144814173
Answers,2599,48.307697564482595
Questions,2344,65.03526894613839
Feedback,10,17.92344832893492
Questions,4661,184.45738997286455
Answers,1670,48.94237599973553
Feedback,25,35.45262880082222
Answers,289,35.671848413430574
Questions,3708,246.52479277162996
Answers,52,9.383792173506166
Questions,9,0.0
Answers,101,21.204362758640023
Questions,1225,20.814358766587006
Answers,0,0.0
Questions,104,2.1323402636539974
Answers,258,2.638713686127271
Questions,74,2.544056253745625
Answers,521,12.560720290448158
Feedback,55,61.62791575252241
Answers,325,20.574507158801794
Feedback,7195,207.7071086455034
Answers,6981,42.002743246308356
Feedback,31,62.30971031869752
Answers,2381,39.62732508069677
Feedback,12292,182.2647351728414
Answers,3287,30.07592966575492
Questions,300,12.929542796366656
Answers,187,21.39052798553603
Feedback,2916,198.6807606913361
Answers,225,10.913180104809047
Feedback,3407,139.0658819661318
Answers,722,42.86928452348553
Feedback,24,47.955998350339634
Questions,156,1.8257418583505538
Feedback,21,47.82839695782784
Questions,166,25.00941971298345
Answers,2352,47.99956313007617
Feedback,23,45.345586579315764
Answers,164,8.603358517333668
Feedback,681,50.04819990818437
Questions,1788,68.6995851196022
Feedback,59,16.42193654840987
Questions,1920,122.29124904030024
Feedback,0,0.0
Questions,3862,234.74386996548657
Feedback,0,0.0
Questions,564,53.09545742569562
Feedback,11,35.12833614050059
Questions,3109,250.61987227464715
Answers,241,11.745238068423758
Questions,54,11.334901852243803
Answers,299,26.842985265952922
Questions,10,0.0
Answers,621,30.79541587458901
Questions,64,1.1248582677159729
Answers,744,48.942426493903135
Feedback,20,45.81363212940979
Questions,837,132.48105938464943
Answers,200,15.877995044828507
Questions,131,1.1853095282186634
Answers,1076,14.786570023545835
Questions,231,3.5433035433053153
Answers,0,0.0
Questions,1797,126.0360999518935
Feedback,0,0.0
Questions,229,49.48267522469142
Answers,1087,42.26758369917549
Questions,142,10.98926243607317
Answers,0,0.0
Questions,271,51.79382202541148
Answers,398,6.557508541637251
Feedback,1090,52.730983639490134
Answers,37,6.5659052011974035
Questions,426,4.330998847888114
Answers,537,26.196691903113773
Feedback,23633,188.80313040154047
Answers,6194,14.86018096453106
Feedback,1934,40.64095275135294
Answers,359,6.354003859112545
Feedback,15306,185.68611974375855
Answers,439,4.325151878895147
Feedback,433,88.74011995083671
Answers,192,48.07170569980733
Questions,931,67.51872300003576
Answers,0,0.0
Questions,2772,199.2754105647916
Feedback,11,0.5
Answers,0,0.0
Questions,6676,188.57422523497462
Answers,1370,35.62061025174418
Questions,3513,179.49006188101214
Answers,3057,19.791280191471984
Feedback,4009,166.6324883248225
Answers,100,3.823610858861032
Questions,92,0.81967981553775
Answers,513,21.48861956885683
Questions,977,77.96965495638091
Answers,444,17.231799181951114
Feedback,18188,190.9937901947753
