area,duration,dispersion
Feedback,1665,115.18890656003705
Questions,21,20.341528403189812
Answers,2110,21.877658568604737
Feedback,134,3.3695944365259547
Answers,143,6.979259213670003
Feedback,322,16.262507057722345
Answers,59,30.265491900843116
Questions,4386,186.10975849130432
Answers,4640,44.67974381445289
Feedback,670,16.273529276160126
Answers,888,34.03451780717429
Questions,1966,157.0955488851211
Answers,499,7.46290628737836
Feedback,570,19.909972998308874
Answers,5267,46.639989884307774
Feedback,6621,196.3611869021248
Answers,66,16.934514394507385
Feedback,5664,103.00411917390906
Questions,803,12.498749937493749
Feedback,201,6.15790167885293
Answers,0,0.0
Questions,324,56.217150408038286
Answers,4818,38.71312520076256
Feedback,10177,167.3298301805383
Answers,1356,6.349030488015874
Feedback,10295,227.33809201052227
Questions,803,85.79996203989532
Answers,245,10.371774011475793
Feedback,437,30.205520303251244
Answers,164,3.5087354545186105
Feedback,363,51.63085431394197
Answers,689,31.57290390514287
Feedback,53,1.4142135623730951
Answers,269,5.938245525774901
Feedback,3199,102.0621991626554
Answers,145,36.798814896376456
Questions,533,27.14126790622366
Answers,0,0.0
Feedback,56,57.13069811114395
Answers,0,0.0
Questions,4920,217.46054604637743
Answers,533,19.548895034046144
Questions,56,0.4
Answers,189,10.994179019751275
Questions,260,72.70181480015678
Answers,8772,44.882660376579054
Questions,167,13.209696959052467
Answers,3478,47.3752478258076
Feedback,1632,46.13418341358768
Questions,566,56.18325122689702
Answers,447,46.08394424197551
Questions,891,124.25326957468765
Answers,4020,50.15581115888307
Feedback,533,5.084251112504181
Answers,3475,49.23148682019982
Feedback,8917,187.2751205219753
Answers,2588,16.912196722931775
Feedback,5777,175.2927919464976
Answers,389,34.061186298641445
Questions,4201,197.4677737689779
Feedback,1675,47.175417327247885
Questions,677,170.48530750658358
Answers,45,2.0976176963403033
Questions,77,31.134285763447345
Answers,46,0.6614378277661477
Questions,2687,153.5279498122901
Answers,745,46.737167348817614
Questions,1332,126.1145514991287
Answers,412,36.91329527728095
Questions,322,24.857818830798355
Answers,37,0.6666666666666666
Questions,124,19.153328692423152
Answers,7542,48.64587061416149
Questions,2580,146.27935130010684
Answers,655,21.87515289202769
Feedback,18818,190.52627818803276
Questions,1581,28.954706007832304
Feedback,567,76.95868307382956
