area,duration,dispersion
Feedback,166,16.543850204587706
Answers,0,0.0
Questions,22,12.780193008453875
Feedback,0,0.0
Answers,1399,55.22093201132652
Questions,1299,103.71417989412592
Answers,177,8.694466631139601
Questions,722,155.905901107046
Feedback,123,5.6976144058154174
Answers,45,33.166247903554
Questions,488,42.40073684745468
Answers,251,10.542646360864497
Questions,1765,140.73146585622413
Answers,291,37.84525120208284
Questions,89,2.598076211353316
Answers,33,1.8371173070873836
Questions,67,1.9860625479688307
Answers,66,28.002915300127636
Questions,1623,179.8486389196697
Answers,658,34.44524590863661
Questions,2499,219.21031185224098
Answers,900,53.882511077343075
Questions,214,59.057260349596305
Answers,2143,35.482552858196534
Feedback,0,0.0
Answers,225,38.35827603947057
Questions,423,81.88306770547563
Answers,221,16.854271921221038
Feedback,5508,200.51908885321015
Answers,0,0.0
Feedback,1311,44.0564584295252
Answers,188,2.7519689920733725
Feedback,1411,25.396463707139986
Answers,159,4.28013161330571
Feedback,2783,149.19764661760811
Questions,14,44.93606569338264
Feedback,1509,49.516601868079704
Answers,32,15.465687828221544
Questions,631,19.28249773589799
Answers,123,3.6499745272517696
Questions,6955,207.01824657211304
Answers,732,67.21707036617344
Questions,770,106.64621265415323
Answers,1453,59.50875153451188
Questions,133,3.9568680460343635
Answers,1750,22.244961329536864
Questions,1302,197.3189191992914
Answers,955,28.284592329841107
Questions,1100,91.51360824395002
Answers,60,31.1627983339109
Feedback,3062,142.1709908564472
Answers,199,33.18769108428865
Questions,981,35.863053233901
Feedback,695,163.60427676255898
Answers,179,27.718478486143084
Questions,6949,197.41749686747275
Answers,591,41.13241890586909
Questions,453,55.810477062021526
Answers,173,25.998632442666846
Questions,34,37.406550228536176
Answers,134,4.52344320861205
Questions,602,88.35851772365235
Answers,1102,35.508203550601934
Questions,70,2.403700850309326
Answers,55,0.9574271077563381
Questions,1200,122.05218297084328
Answers,2487,45.95129044705926
Feedback,5296,147.55420643638294
Answers,1665,36.710907319706564
Feedback,2054,105.30873011740955
Answers,47,27.13277538328875
Questions,1121,333.11972322274767
Feedback,1765,169.5878005093868
Answers,20,7.944250191875324
Questions,0,0.0
Feedback,3664,230.5490528430317
Questions,0,0.0
