area,duration,dispersion
Feedback,10,71.0721464428928
Answers,11,1.5811388300841898
Questions,0,0.0
Feedback,60,69.35820066870247
Questions,18909,200.1094128523125
Answers,78,5.158427570490837
Questions,46,19.220757009025426
Answers,167,12.39713228488302
Questions,1433,39.86921100674558
Answers,302,24.229945040927976
Questions,100,2.7666443551086073
Answers,430,24.09854343976763
Questions,577,31.216287370893777
Answers,285,20.706279240848655
Questions,47,0.7071067811865476
Answers,101,3.0184617127124724
Questions,26,0.5
Answers,10,1.5811388300841898
Questions,0,0.0
Answers,274,3.997416521076482
Questions,304,7.066767294881019
Answers,1970,44.985924356009775
Feedback,0,0.0
Answers,522,28.90455786101006
Feedback,6371,191.39396254747993
Answers,1132,17.679151860839553
Questions,1121,22.22970389703193
Answers,2405,12.698261676677442
Feedback,651,163.22276645003691
Answers,3641,27.5244840500639
Feedback,2218,79.60060220241377
Answers,20,0.0
Feedback,204,83.53396839269955
Answers,591,24.721495580769382
Feedback,0,0.0
Answers,1009,14.309392522059936
Feedback,587,113.21223982111852
Answers,655,14.602811982184512
Feedback,4367,133.27378158784933
Answers,526,47.41664856761317
Questions,5044,207.88433683514228
Feedback,3178,113.27012023657565
Answers,200,32.333876845140836
Questions,15102,234.36986974531152
Answers,0,0.0
Feedback,8,50.82568248435037
Answers,21,12.631530214330944
Questions,7973,195.72840264487215
Answers,3463,31.3527918740746
Questions,744,67.78224990884793
Answers,2276,31.881871889654576
Questions,4198,220.74608077294243
Answers,6962,29.974225502371347
Feedback,622,37.45223295194052
Answers,67,30.352352563227267
Questions,24,1.699673171197595
Feedback,11160,188.42840562204512
Answers,277,18.783118898509787
Questions,4353,207.3651293158786
Answers,23,25.4994553318737
Questions,8275,214.74080585622002
Answers,1721,45.00732938329861
Questions,1219,116.21538194232294
Answers,1336,56.40803706002608
Feedback,4643,190.16810377389936
Answers,4509,26.793699004256492
Questions,201,25.072364403664114
Answers,700,30.177880052191284
Feedback,13855,195.17066649445667
Questions,176,13.14314222322805
Feedback,2610,150.57808131792692
Answers,235,26.820281504861207
Feedback,2006,57.04682287384636
