area,duration,dispersion
Questions,1988,49.2679747232757
Feedback,3708,109.23775117881465
Answers,1079,47.89595677859418
Questions,56,1.979898987322333
Answers,34,4.847679857416329
Questions,110,5.415717865620401
Answers,1166,51.19758891594681
Questions,3279,122.38708985096375
Answers,767,48.09399542427741
Questions,1243,61.38700404750161
Answers,581,21.735508272564555
Feedback,69,31.44439536706025
Answers,322,36.16984776740354
Questions,3588,202.68868021153742
Answers,32,3.897114317029974
Questions,101,3.6464880364537056
Answers,77,40.9776997280228
Feedback,3917,99.28019790769793
Answers,11,17.356554957709783
Questions,71,30.285103598964294
Feedback,533,29.67747720176405
Answers,155,25.371325192268426
Questions,1500,219.15416256018415
Answers,473,31.443896384976295
Questions,66,3.9651257511234395
Answers,4684,26.584469526700577
Feedback,18656,181.04425550725375
Answers,219,35.10104133060834
Questions,289,12.981340454668
Answers,125,35.11239097526684
Feedback,1000,13.98405202140996
Answers,1608,28.864828826709967
Feedback,2936,206.38524311682
Answers,522,20.806390741587304
Feedback,6632,189.74443452609935
Answers,445,34.98432071078419
Questions,1248,64.82819686880998
Answers,56,26.693736260695232
Feedback,0,0.0
Answers,0,0.0
Questions,30,5.612486080160912
Answers,2643,32.08822113783694
Feedback,2601,184.59829979276626
Answers,10,1.5
Feedback,2543,200.92239721803975
Answers,189,8.91693438071628
Feedback,281,23.51054801080985
Answers,45,6.9799713466460584
Questions,12,0.5
Answers,0,0.0
Questions,11,0.5
Answers,64,4.328359259298034
Questions,67,0.8485281374238571
Answers,557,43.39460056302732
Feedback,621,143.41078190590798
Answers,917,29.716348402132375
Feedback,406,21.975364995072702
Questions,1201,61.05668159462107
Answers,188,6.663508366468823
Questions,843,171.56768091864635
Answers,744,42.36291751101842
Questions,102,5.615235008219234
Answers,1547,20.20662857604906
Feedback,8440,177.91916304259584
Answers,31,4.993746088859544
Feedback,0,0.0
Answers,369,15.412334749640094
Questions,1207,123.18441001818282
Answers,3886,39.22978894721053
Feedback,5951,165.3059327817459
Questions,589,39.91309461226701
Feedback,7262,72.56153575130722
Questions,877,19.365833156029208
Feedback,277,76.14727942129848
Questions,12,43.982951242498494
Answers,236,40.55804482467072
Questions,911,17.8107339797651
Answers,0,0.0
Questions,3720,195.658094857535
Answers,70,2.034425935955617
Questions,1389,67.51143473104719
Answers,0,0.0
Questions,112,8.833632200360148
Answers,88,5.261891294962297
Questions,2355,88.87596967070493
Answers,6667,51.59992461759144
Feedback,235,14.770240350109406
Answers,1389,13.923568819037374
Feedback,20751,194.9828840669466
Answers,166,1.4047538337136984
Feedback,12079,183.4159426231281
Answers,141,21.626886558684824
Feedback,1878,83.68341608361732
Answers,1755,24.252090063586973
Questions,3854,165.27407936961987
Answers,111,5.84152863470885
Questions,1123,77.48947943406591
Answers,285,42.709144289217036
Questions,1346,133.32130163893325
Answers,38,3.5
Questions,125,2.7202941017470885
Answers,25,2.981423969999719
Questions,500,131.18430683354023
Answers,614,50.58775307771158
Feedback,10,17.392527130926087
Questions,0,0.0
Answers,0,0.0
Feedback,38,51.740807020292124
Answers,3587,46.871396438357074
Feedback,82,34.412025514346
Answers,546,39.06141469080528
Questions,3108,170.83596886725718
Answers,46,5.782516753110189
Questions,69,2.0101781827814698
Answers,24,0.9428090415820634
Questions,382,36.18405150206048
Answers,33,10.871407452579449
Questions,24,1.7638342073763937
Answers,887,28.212154750668656
Feedback,511,107.7768980491015
Answers,497,7.3297480592152855
Feedback,15768,189.80901936895174
Questions,581,72.11894936244465
Answers,302,20.430173763333478
Feedback,6002,135.222371500626
