area,duration,dispersion
Feedback,27,85.94701209983329
Questions,326,19.172382400567233
Answers,0,0.0
Feedback,4875,98.15326846976807
Answers,144,33.95305582712696
Questions,233,23.44833083078623
Answers,511,45.510386074726206
Questions,34,60.91182151274086
Answers,100,31.26099806468117
Questions,92,6.4165313838552995
Answers,33,14.48706319445042
Questions,102,19.92093747794014
Answers,17,3.5901098714230026
Questions,46,24.96076921891631
Answers,0,0.0
Questions,1643,45.51992346272224
Answers,0,0.0
Questions,2444,227.67500789161537
Answers,47,10.38845513057644
Questions,34,0.4714045207910317
Answers,18,0.6666666666666666
Questions,111,1.212183053462653
Answers,12,7.0
Questions,925,49.59486382430623
Answers,200,1.6863421954040052
Questions,2301,168.68529318827146
Answers,467,28.430706330636745
Questions,0,0.0
Feedback,0,0.0
Answers,6541,41.768379371826605
Feedback,1832,37.00274463674247
Answers,409,8.250668422119793
Feedback,7732,156.33796295557858
Questions,1126,53.88287379431345
Feedback,6418,149.9108809129903
Answers,699,37.937856973418214
Questions,1613,218.15346143483487
Answers,411,28.897795101502034
Feedback,13346,199.46852731495795
Questions,4288,197.44932074487966
Answers,69,25.5152459870129
Questions,1498,49.3595139260546
Feedback,189,68.80413424271022
Questions,2809,67.08317411344628
Answers,162,23.609414318115654
Feedback,4242,232.88997920095196
Questions,0,0.0
Feedback,2032,77.14765871803719
Questions,200,1.928406077567689
Feedback,24,17.613914953808536
Questions,156,5.706842151074281
Feedback,42,106.50408442872038
Questions,3642,180.50199376808365
Answers,365,45.67931698263449
Questions,344,17.64371934549089
Feedback,0,0.0
Questions,2706,94.45476210308621
Answers,681,28.838293800936146
Questions,70,0.6871842709362769
Answers,24,2.581988897471611
Questions,0,0.0
Answers,4386,41.62090889750913
Feedback,1666,51.04036988148586
Questions,588,105.8629941715784
Answers,0,0.0
Questions,0,0.0
Answers,642,31.57727256526725
Questions,2365,76.45153228245759
Feedback,0,0.0
Questions,1300,291.33337638048414
Answers,0,0.0
Questions,46,9.024272823890023
Answers,1510,22.9395621379383
Questions,358,12.934156476017208
Answers,3713,36.51035399940281
Questions,1188,88.29402808211482
Feedback,63,12.460549992775157
Answers,3117,36.40939441166242
Feedback,20585,198.00505524560688
Answers,1154,14.477730744146339
Feedback,267,36.23582652523525
Answers,511,38.013031294598946
Questions,4693,167.8393915947563
Answers,385,26.351834850727183
Questions,0,0.0
Answers,4998,32.83026341636104
Questions,0,0.0
Answers,382,28.96541745999482
Questions,2498,142.19536747547664
Answers,12092,42.499604757508514
Questions,0,0.0
Answers,3663,43.918046643496275
Feedback,58,20.154093876927337
Answers,322,4.007424738170965
Feedback,31856,200.1577783760754
Questions,322,62.51399843235114
Answers,940,65.23276201146913
Questions,675,20.703702128058456
Feedback,100,75.29563133917819
Questions,24,47.86090958879351
Feedback,1199,150.28584334774786
Answers,61,15.50225790006088
Feedback,501,75.9647292839344
