area,duration,dispersion
Answers,12,34.32928778754374
Questions,26,9.12414379544733
Feedback,2163,98.98635630706357
Answers,2386,49.64974194293461
Questions,0,0.0
Answers,2022,44.467513590514514
Questions,2365,75.23780892049196
Answers,11385,53.13572485061797
Questions,499,31.25248969674093
Answers,754,47.3936257498701
Feedback,0,0.0
Answers,3465,42.542142741325065
Feedback,11681,213.2927220470028
Answers,5281,18.06673910862202
Feedback,15557,152.62995461281506
Answers,56,29.12181313036673
Questions,78,7.71163975786616
Feedback,4277,83.59469385547649
Answers,0,0.0
Questions,0,0.0
Feedback,170,17.97697409557949
Answers,1586,39.45274032088257
Questions,3205,122.84305510391883
Answers,6509,50.07519090555876
Questions,413,38.027580593736815
Answers,5894,42.57932943432728
Feedback,536,2.7868492829035145
Answers,221,21.06565386721204
Questions,146,6.830283872415391
Answers,622,33.60752306417234
Questions,945,134.48752628762884
Answers,7342,59.56581973671959
Feedback,17132,196.33322319227162
Answers,2513,35.99844949634624
Questions,56,0.7453559924999299
Answers,478,17.619045034349554
Questions,4855,188.17230673141498
Answers,7261,51.966447090594556
Questions,345,15.236619634402906
Answers,33,0.8660254037844386
Questions,2297,77.39986823648067
Answers,1409,37.95977707106173
Questions,3698,123.07041498763887
Answers,559,34.79128598150568
Questions,1724,97.00625019636874
Answers,600,56.734541072535905
Questions,1068,83.72635043622536
Answers,523,41.54270746123652
Questions,1433,76.49399861659028
Answers,245,28.547826450742768
Questions,67,3.8801489089409387
Answers,0,0.0
Questions,1632,92.50872933589292
Answers,7021,56.029850383337674
Feedback,21287,201.9040815801017
